ID do Card,Responsável,Whatsapp Nome Fornecedor,Whatsapp Número Fornecedor,Status,Data de Criação,Última Alteração,Prazo Etapa,Etiquetas,Prioridade,Link do contrato,Código do Pedido,Id da card do contrato,01 - NOME CARD,NRO_NF,BANCO_PAGTO,CNPJ,CODCOLIGADA,COD_CCUSTO,COD_FORNECEDOR,CONTRATO_ZAPFORM,DATAPREVBAIXA,DESIGNACAO_CLIENTE_ZAPFORM,DTCRIACAO_NF,DTEMISSAO_NF,EMPRESA,HIST_LANC_FINANCEIRO,NOME_CCUSTO,NOME_FANTASIA,NRO_PEDIDO,NRO_ZAPFORM,OBS_NOTA,PARCELA_FIN,PREV_REC_PEDIDO,RAZÃO_SOCIAL,STATUS,STATUS_NF,STATUS_PAGAMENTO,STATUS_PEDIDO,USERCRIACAO_NF,VALOR_NF,VALOR_PEDIDO,VENCIMENTO_NF,ULTIMA_DATA_DO_STATUS,ULTIMO_STATUS_DA_ORDEM      ,QUEM_ALTEROU_POR_ULTIMO       ,ORIGEM_DA_ACAO,ULTIMA_DATA_DO_STATUS_HUMANA,ULTIMO_STATUS_DA_ORDEM_HUMANA,QUEM_ALTEROU_POR_ULTIMO_HUMANA,ORIGEM_DA_ACAO_HUMANA
1636256,A definir,ROS TELECOM COMUNICACOES LTDA,5518997030303,❌ Pedido Cancelado,09/04/2025,31/07/2025,-,-,Alta,https://app.zapform.com.br/c/707/workflow/1632697,6;1296642,1632697,PEDIDO DE CONEXÃO NOVA - QUERO QUERO - LOJA 547 - PIRAPOZINHO - BKP - PPZ5010025,,,43.859.202/0001-04,6,,0014699,https://app.zapform.com.br/c/707/workflow/1632697,-,PPZ5010025,-,-,NAVA SERVICES,,,ROS SOLUCOES LTDA,000025620,1632697,,,25/08/2025,ROS SOLUCOES LTDA,,,,A Faturar,,,49.4600,-,30/07/2025,❌ Pedido Cancelado,integracao-ale8,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636255,A definir,ROS TELECOM COMUNICACOES LTDA,5518997030303,❌ Pedido Cancelado,09/04/2025,31/07/2025,-,-,Alta,https://app.zapform.com.br/c/707/workflow/1632697,6;1296641,1632697,PEDIDO DE CONEXÃO NOVA - QUERO QUERO - LOJA 547 - PIRAPOZINHO - BKP - PPZ5010025,,,43.859.202/0001-04,6,,0014699,https://app.zapform.com.br/c/707/workflow/1632697,-,PPZ5010025,-,-,NAVA SERVICES,,,ROS SOLUCOES LTDA,000025619,1632697,,,25/07/2025,ROS SOLUCOES LTDA,,,,A Faturar,,,49.4600,-,30/07/2025,❌ Pedido Cancelado,integracao-ale8,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636254,A definir,ROS TELECOM COMUNICACOES LTDA,5518997030303,❌ Pedido Cancelado,09/04/2025,31/07/2025,-,-,Alta,https://app.zapform.com.br/c/707/workflow/1632697,6;1296640,1632697,PEDIDO DE CONEXÃO NOVA - QUERO QUERO - LOJA 547 - PIRAPOZINHO - BKP - PPZ5010025,,,43.859.202/0001-04,6,,0014699,https://app.zapform.com.br/c/707/workflow/1632697,-,PPZ5010025,-,-,NAVA SERVICES,,,ROS SOLUCOES LTDA,000025618,1632697,,,25/06/2025,ROS SOLUCOES LTDA,,,,A Faturar,,,49.4600,-,30/07/2025,❌ Pedido Cancelado,integracao-ale8,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636253,A definir,ROS TELECOM COMUNICACOES LTDA,5518997030303,❌ Pedido Cancelado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Alta,https://app.zapform.com.br/c/707/workflow/1632697,6;1296639,1632697,PEDIDO DE CONEXÃO NOVA - QUERO QUERO - LOJA 547 - PIRAPOZINHO - BKP - PPZ5010025,,,43.859.202/0001-04,6,,0014699,https://app.zapform.com.br/c/707/workflow/1632697,-,PPZ5010025,-,-,NAVA SERVICES,,,ROS SOLUCOES LTDA,000025617,1632697,,,25/05/2025,ROS SOLUCOES LTDA,,,,A Faturar,,,49.4600,-,30/07/2025,❌ Pedido Cancelado,integracao-ale8,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636252,A definir,ROS TELECOM COMUNICACOES LTDA,5518997030303,❌ Pedido Cancelado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Alta,https://app.zapform.com.br/c/707/workflow/1632697,6;1296638,1632697,PEDIDO DE CONEXÃO NOVA - QUERO QUERO - LOJA 547 - PIRAPOZINHO - BKP - PPZ5010025,,,43.859.202/0001-04,6,,0014699,https://app.zapform.com.br/c/707/workflow/1632697,-,PPZ5010025,-,-,NAVA SERVICES,,,ROS SOLUCOES LTDA,000025616,1632697,,,25/04/2025,ROS SOLUCOES LTDA,,,,A Faturar,,,49.4600,-,30/07/2025,❌ Pedido Cancelado,integracao-ale8,web-front,16/04/2025,🛠 Assessoria,-,update_expired_orders
1636250,Assessoria Solutions,ITS TELECOMUNICACOES LTDA,557134020800,✅ Pagamento Realizado,09/04/2025,19/09/2025,-,"Consulta Verg com CNPJ, Validado Assessoria",Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296625,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,000531917,NAVA Serv Itaú - 05454-0,08.772.214/0001-98,6,REC.03.01.0061,0010958,https://app.zapform.com.br/c/707/workflow/1632393,12/06/2025,CMTB5010128,11/06/2025,03/06/2025,NAVA SERVICES,000531917 - ITS TELECOMUNICACOES LTDA -,OI - CONTRATO 4600051610 WAN CONNECTIVITY SERVICES,ITS TELECOMUNICACOES LTDA,000025604,1632393,,01,10/06/2025,ITS TELECOMUNICACOES LTDA,G,Faturado,VENCIDO,Erro,brendow.torres,616.0000,616.0000,12/06/2025,30/07/2025,✅ Pagamento Realizado,integracao-ale4,web-front,10/06/2025,📄 Fiscal (Aguardando Validação Fiscal - NF e Boleto recebidos),assessoriasolutions003@gmail.com,web-front
1636249,A definir,ITS TELECOMUNICACOES LTDA,557134020800,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296637,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,,,08.772.214/0001-98,6,,0010958,https://app.zapform.com.br/c/707/workflow/1632393,-,CMTB5010128,-,-,NAVA SERVICES,,,ITS TELECOMUNICACOES LTDA,000025615,1632393,,,01/05/2026,ITS TELECOMUNICACOES LTDA,,,,A Faturar,,,616.0000,-,05/08/2025,📦 Pedido Criado,integracao-projetoisp,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636248,A definir,ITS TELECOMUNICACOES LTDA,557134020800,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296636,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,,,08.772.214/0001-98,6,,0010958,https://app.zapform.com.br/c/707/workflow/1632393,-,CMTB5010128,-,-,NAVA SERVICES,,,ITS TELECOMUNICACOES LTDA,000025614,1632393,,,01/04/2026,ITS TELECOMUNICACOES LTDA,,,,A Faturar,,,616.0000,-,05/08/2025,📦 Pedido Criado,integracao-projetoisp,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636246,A definir,ITS TELECOMUNICACOES LTDA,557134020800,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296634,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,,,08.772.214/0001-98,6,,0010958,https://app.zapform.com.br/c/707/workflow/1632393,-,CMTB5010128,-,-,NAVA SERVICES,,,ITS TELECOMUNICACOES LTDA,000025612,1632393,,,01/02/2026,ITS TELECOMUNICACOES LTDA,,,,A Faturar,,,616.0000,-,05/08/2025,📦 Pedido Criado,integracao-projetoisp,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636247,A definir,ITS TELECOMUNICACOES LTDA,557134020800,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296635,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,,,08.772.214/0001-98,6,,0010958,https://app.zapform.com.br/c/707/workflow/1632393,-,CMTB5010128,-,-,NAVA SERVICES,,,ITS TELECOMUNICACOES LTDA,000025613,1632393,,,01/03/2026,ITS TELECOMUNICACOES LTDA,,,,A Faturar,,,616.0000,-,05/08/2025,📦 Pedido Criado,integracao-projetoisp,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636245,A definir,ITS TELECOMUNICACOES LTDA,557134020800,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296633,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,,,08.772.214/0001-98,6,,0010958,https://app.zapform.com.br/c/707/workflow/1632393,-,CMTB5010128,-,-,NAVA SERVICES,,,ITS TELECOMUNICACOES LTDA,000025611,1632393,,,01/01/2026,ITS TELECOMUNICACOES LTDA,,,,A Faturar,,,616.0000,-,05/08/2025,📦 Pedido Criado,integracao-projetoisp,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636244,A definir,ITS TELECOMUNICACOES LTDA,557134020800,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296631,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,,,08.772.214/0001-98,6,,0010958,https://app.zapform.com.br/c/707/workflow/1632393,-,CMTB5010128,-,-,NAVA SERVICES,,,ITS TELECOMUNICACOES LTDA,000025610,1632393,,,01/12/2025,ITS TELECOMUNICACOES LTDA,,,,A Faturar,,,616.0000,-,05/08/2025,📦 Pedido Criado,integracao-projetoisp,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636243,A definir,ITS TELECOMUNICACOES LTDA,557134020800,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296630,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,,,08.772.214/0001-98,6,,0010958,https://app.zapform.com.br/c/707/workflow/1632393,-,CMTB5010128,-,-,NAVA SERVICES,,,ITS TELECOMUNICACOES LTDA,000025609,1632393,,,01/11/2025,ITS TELECOMUNICACOES LTDA,,,,A Faturar,,,616.0000,-,05/08/2025,📦 Pedido Criado,integracao-projetoisp,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636242,Assessoria Solutions,ITS TELECOMUNICACOES LTDA,557134020800,📄 Fiscal (Aguardando Validação Fiscal - NF e Boleto recebidos),09/04/2025,21/09/2025,06/09/2025,"Consulta Verg com CNPJ, Assessoria Patricia, Validado Assessoria",Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296629,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,,,08.772.214/0001-98,6,,0010958,https://app.zapform.com.br/c/707/workflow/1632393,-,CMTB5010128,-,-,NAVA SERVICES,,,ITS TELECOMUNICACOES LTDA,000025608,1632393,,,01/10/2025,ITS TELECOMUNICACOES LTDA,,,,A Faturar,,,616.0000,-,06/09/2025,📄 Fiscal (Aguardando Validação Fiscal - NF e Boleto recebidos),,update_expired_orders,06/09/2025,📄 Fiscal (Aguardando Validação Fiscal - NF e Boleto recebidos),-,update_expired_orders
1636241,Assessoria Solutions,ITS TELECOMUNICACOES LTDA,557134020800,✅ Pagamento Realizado,09/04/2025,19/09/2025,-,"Consulta Verg com CNPJ, Assessoria Jennifer, Validado Assessoria",Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296628,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,000607520,NAVA Serv Itaú - 05454-0,08.772.214/0001-98,6,REC.03.01.0061,0010958,https://app.zapform.com.br/c/707/workflow/1632393,08/09/2025,CMTB5010128,05/09/2025,03/09/2025,NAVA SERVICES,000607520 - ITS TELECOMUNICACOES LTDA - LINK DE DADOS - PROJETO OI/BRADESCO,OI - CONTRATO 4600051610 WAN CONNECTIVITY SERVICES,ITS TELECOMUNICACOES LTDA,000025607,1632393,LINK DE DADOS - PROJETO OI/BRADESCO,01,01/09/2025,ITS TELECOMUNICACOES LTDA,G,Quitado,REALIZADO,Erro,marcos.martins,616.0000,616.0000,08/09/2025,09/09/2025,✅ Pagamento Realizado,integracao-projetoisp,web-front,04/09/2025,📄 Fiscal (Aguardando Validação Fiscal - NF e Boleto recebidos),assessoriasolutions001@gmail.com,web-front
1636240,Assessoria Solutions,ITS TELECOMUNICACOES LTDA,557134020800,✅ Pagamento Realizado,09/04/2025,19/09/2025,-,"Consulta Verg com CNPJ, Assessoria Patricia, Validado Assessoria",Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296627,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,000554032,NAVA Serv Itaú - 05454-0,08.772.214/0001-98,6,REC.03.01.0061,0010958,https://app.zapform.com.br/c/707/workflow/1632393,01/08/2025,CMTB5010128,14/07/2025,03/07/2025,NAVA SERVICES,000554032 - ITS TELECOMUNICACOES LTDA - LINK DE DADOS - PROJETO OI/BRADESCO,OI - CONTRATO 4600051610 WAN CONNECTIVITY SERVICES,ITS TELECOMUNICACOES LTDA,000025606,1632393,LINK DE DADOS - PROJETO OI/BRADESCO,01,10/08/2025,ITS TELECOMUNICACOES LTDA,G,Quitado,REALIZADO,Erro,andressa.mrocha,616.0000,616.0000,31/07/2025,01/08/2025,✅ Pagamento Realizado,integracao-projetoisp,web-front,15/07/2025,✅📄 NF Recebida (Aguardando Pagamento),-,update_expired_orders
1636239,Anny Gabrielly Neves de Araujo,ITS TELECOMUNICACOES LTDA,557134020800,✅ Pagamento Realizado,09/04/2025,19/09/2025,-,"Consulta Verg com CNPJ, Assessoria Robson, Data de vencimento divergente, Pedido com valores divergentes, Inconsistência Reportada pela Assessoria, Validado Assessoria",Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296626,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,000531528,NAVA Serv Itaú - 05454-0,08.772.214/0001-98,6,REC.03.01.0061,0010958,https://app.zapform.com.br/c/707/workflow/1632393,01/07/2025,CMTB5010128,30/06/2025,03/06/2025,NAVA SERVICES,000531528 - ITS TELECOMUNICACOES LTDA - LINK DE DADOS - PROJETO OI/BRADESCO,OI - CONTRATO 4600051610 WAN CONNECTIVITY SERVICES,ITS TELECOMUNICACOES LTDA,000025605,1632393,LINK DE DADOS - PROJETO OI/BRADESCO,01,10/07/2025,ITS TELECOMUNICACOES LTDA,G,Quitado,REALIZADO,Erro,luiza.domingues,615.8200,616.0000,01/07/2025,30/07/2025,✅ Pagamento Realizado,integracao-ale4,web-front,01/07/2025,✅📄 NF Recebida (Aguardando Pagamento),-,update_expired_orders
1636238,A definir,ITS TELECOMUNICACOES LTDA,557134020800,✅ Pagamento Realizado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296624,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,000505313,NAVA Serv Itaú - 05454-0,08.772.214/0001-98,6,REC.03.01.0061,0010958,https://app.zapform.com.br/c/707/workflow/1632393,07/05/2025,CMTB5010128,06/05/2025,02/05/2025,NAVA SERVICES,000505313 - ITS TELECOMUNICACOES LTDA - LINK DE DADOS - PROJETO OI/BRADESCO,OI - CONTRATO 4600051610 WAN CONNECTIVITY SERVICES,ITS TELECOMUNICACOES LTDA,000025603,1632393,LINK DE DADOS - PROJETO OI/BRADESCO,01,10/05/2025,ITS TELECOMUNICACOES LTDA,G,Quitado,REALIZADO,Erro,luiza.domingues,616.0000,616.0000,07/05/2025,30/07/2025,✅ Pagamento Realizado,integracao-ale4,web-front,01/05/2025,🛠 Assessoria,-,update_expired_orders
1636237,A definir,ITS TELECOMUNICACOES LTDA,557134020800,✅ Pagamento Realizado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632393,6;1296623,1632393,PEDIDO DE CONEXÃO NOVA - TAM - COMANDATUBA - CMTB5010128,000480123,NAVA Serv Itaú - 05454-0,08.772.214/0001-98,6,REC.03.01.0061,0010958,https://app.zapform.com.br/c/707/workflow/1632393,16/05/2025,CMTB5010128,15/05/2025,02/04/2025,NAVA SERVICES,000480123 - ITS TELECOMUNICACOES LTDA - LINK DE DADOS - PROJETO OI/BRADESCO,OI - CONTRATO 4600051610 WAN CONNECTIVITY SERVICES,ITS TELECOMUNICACOES LTDA,000025602,1632393,LINK DE DADOS - PROJETO OI/BRADESCO,01,10/04/2025,ITS TELECOMUNICACOES LTDA,G,Quitado,REALIZADO,Erro,camila.santos,616.0000,616.0000,16/05/2025,30/07/2025,✅ Pagamento Realizado,integracao-ale4,web-front,16/04/2025,🛠 Assessoria,-,update_expired_orders
1636233,A definir,CERTTO TELECOMUNICACOES LTDA,554533332100,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296620,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,,,01.497.093/0001-74,6,,0015144,https://app.zapform.com.br/c/707/workflow/1632387,-,CSC5010235,-,-,NAVA SERVICES,,,VIA BR INFORMATICA LTDA,000025599,1632387,,,25/08/2026,VIA BR INFORMATICA LTDA,,,,A Faturar,,,369.3900,-,30/07/2025,📦 Pedido Criado,integracao-ale10,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636232,A definir,CERTTO TELECOMUNICACOES LTDA,554533332100,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296617,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,,,01.497.093/0001-74,6,,0015144,https://app.zapform.com.br/c/707/workflow/1632387,-,CSC5010235,-,-,NAVA SERVICES,,,VIA BR INFORMATICA LTDA,000025596,1632387,,,25/05/2026,VIA BR INFORMATICA LTDA,,,,A Faturar,,,369.3900,-,30/07/2025,📦 Pedido Criado,integracao-ale10,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636231,A definir,CERTTO TELECOMUNICACOES LTDA,554533332100,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296616,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,,,01.497.093/0001-74,6,,0015144,https://app.zapform.com.br/c/707/workflow/1632387,-,CSC5010235,-,-,NAVA SERVICES,,,VIA BR INFORMATICA LTDA,000025595,1632387,,,25/04/2026,VIA BR INFORMATICA LTDA,,,,A Faturar,,,369.3900,-,30/07/2025,📦 Pedido Criado,integracao-ale10,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636230,A definir,CERTTO TELECOMUNICACOES LTDA,554533332100,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296614,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,,,01.497.093/0001-74,6,,0015144,https://app.zapform.com.br/c/707/workflow/1632387,-,CSC5010235,-,-,NAVA SERVICES,,,VIA BR INFORMATICA LTDA,000025593,1632387,,,25/02/2026,VIA BR INFORMATICA LTDA,,,,A Faturar,,,369.3900,-,30/07/2025,📦 Pedido Criado,integracao-ale10,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636229,A definir,CERTTO TELECOMUNICACOES LTDA,554533332100,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296612,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,,,01.497.093/0001-74,6,,0015144,https://app.zapform.com.br/c/707/workflow/1632387,-,CSC5010235,-,-,NAVA SERVICES,,,VIA BR INFORMATICA LTDA,000025591,1632387,,,25/12/2025,VIA BR INFORMATICA LTDA,,,,A Faturar,,,369.3900,-,30/07/2025,📦 Pedido Criado,integracao-ale10,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636228,Thais Roberta de Lima,CERTTO TELECOMUNICACOES LTDA,554533332100,✅ Pagamento Realizado,09/04/2025,19/09/2025,-,"Consulta Verg com CNPJ, Boleto e NF no e-mail de links, Validado Assessoria",Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296609,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,001319640,NAVA Serv Itaú - 05454-0,01.497.093/0001-74,6,REC.03.01.0061,0015144,https://app.zapform.com.br/c/707/workflow/1632387,05/09/2025,CSC5010235,04/09/2025,01/09/2025,NAVA SERVICES,001319640 - VIA BR INFORMATICA LTDA - LINK DE DADOS - PROJETO OI/BRADESCO,OI - CONTRATO 4600051610 WAN CONNECTIVITY SERVICES,VIA BR INFORMATICA LTDA,000025588,1632387,LINK DE DADOS - PROJETO OI/BRADESCO,01,25/09/2025,VIA BR INFORMATICA LTDA,G,Quitado,REALIZADO,Erro,marcos.martins,359.5300,369.3900,05/09/2025,06/09/2025,✅ Pagamento Realizado,integracao-projetoisp,web-front,05/09/2025,✅📄 NF Recebida (Aguardando Pagamento),-,update_expired_orders
1636227,A definir,CERTTO TELECOMUNICACOES LTDA,554533332100,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296621,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,,,01.497.093/0001-74,6,,0015144,https://app.zapform.com.br/c/707/workflow/1632387,-,CSC5010235,-,-,NAVA SERVICES,,,VIA BR INFORMATICA LTDA,000025600,1632387,,,25/09/2026,VIA BR INFORMATICA LTDA,,,,A Faturar,,,369.3900,-,30/07/2025,📦 Pedido Criado,integracao-ale10,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636226,Assessoria Solutions,CERTTO TELECOMUNICACOES LTDA,554533332100,✅ Pagamento Realizado,09/04/2025,19/09/2025,-,"Consulta Verg com CNPJ, Pedido com valores divergentes, Inconsistência Reportada pela Assessoria, Assessoria Eduarda, Validado Assessoria",Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296606,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,000000287,NAVA Serv Itaú - 05454-0,01.497.093/0001-74,6,REC.03.01.0061,0015144,https://app.zapform.com.br/c/707/workflow/1632387,25/06/2025,CSC5010235,25/06/2025,02/06/2025,NAVA SERVICES,000000287 - VIA BR INFORMATICA LTDA - LINK DE DADOS - PROJETO OI/BRADESCO,OI - CONTRATO 4600051610 WAN CONNECTIVITY SERVICES,VIA BR INFORMATICA LTDA,000025585,1632387,LINK DE DADOS - PROJETO OI/BRADESCO,01,25/06/2025,VIA BR INFORMATICA LTDA,G,Quitado,REALIZADO,Erro,luiza.domingues,43.8000,369.3900,27/06/2025,30/07/2025,✅ Pagamento Realizado,integracao-ale10,web-front,26/06/2025,🧑‍💻 Supply,mfernandesnykiel@gmail.com,web-front
1636225,A definir,CERTTO TELECOMUNICACOES LTDA,554533332100,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296622,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,,,01.497.093/0001-74,6,,0015144,https://app.zapform.com.br/c/707/workflow/1632387,-,CSC5010235,-,-,NAVA SERVICES,,,VIA BR INFORMATICA LTDA,000025601,1632387,,,25/10/2026,VIA BR INFORMATICA LTDA,,,,A Faturar,,,369.3900,-,30/07/2025,📦 Pedido Criado,integracao-ale10,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636224,A definir,CERTTO TELECOMUNICACOES LTDA,554533332100,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296619,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,,,01.497.093/0001-74,6,,0015144,https://app.zapform.com.br/c/707/workflow/1632387,-,CSC5010235,-,-,NAVA SERVICES,,,VIA BR INFORMATICA LTDA,000025598,1632387,,,25/07/2026,VIA BR INFORMATICA LTDA,,,,A Faturar,,,369.3900,-,30/07/2025,📦 Pedido Criado,integracao-ale10,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636223,A definir,CERTTO TELECOMUNICACOES LTDA,554533332100,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296618,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,,,01.497.093/0001-74,6,,0015144,https://app.zapform.com.br/c/707/workflow/1632387,-,CSC5010235,-,-,NAVA SERVICES,,,VIA BR INFORMATICA LTDA,000025597,1632387,,,25/06/2026,VIA BR INFORMATICA LTDA,,,,A Faturar,,,369.3900,-,30/07/2025,📦 Pedido Criado,integracao-ale10,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
1636222,A definir,CERTTO TELECOMUNICACOES LTDA,554533332100,📦 Pedido Criado,09/04/2025,19/09/2025,-,Consulta Verg com CNPJ,Sem prioridade,https://app.zapform.com.br/c/707/workflow/1632387,6;1296615,1632387,PEDIDO DE CONEXÃO NOVA - LOSANGO - CASCAVEL - CSC5010235,,,01.497.093/0001-74,6,,0015144,https://app.zapform.com.br/c/707/workflow/1632387,-,CSC5010235,-,-,NAVA SERVICES,,,VIA BR INFORMATICA LTDA,000025594,1632387,,,25/03/2026,VIA BR INFORMATICA LTDA,,,,A Faturar,,,369.3900,-,30/07/2025,📦 Pedido Criado,integracao-ale10,web-front,09/04/2025,📦 Pedido Criado,carlos@zapform.com.br,web-front
