ID da Ordem,Etapa,Modificado por,SLA,Data Início Execução,Data Final Execução,Prazo Máximo,Duração Total,Duração Útil,Status SLA,Excedido Total (min),Excedido Útil (min),Data do Evento,Código do Status
1632592,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 13:56,09/04/2025 13:57,-,0.0 dias,-,-,-,-,2025-04-09 13:56:00,
1632592,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 13:57,-,-,-,-,-,-,-,2025-04-09 13:57:00,
1632594,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:25,09/04/2025 13:57,-,1.02 dias,-,-,-,-,2025-04-08 13:25:00,
1632594,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 13:57,09/04/2025 13:58,-,0.0 dias,-,-,-,-,2025-04-09 13:57:00,
1632594,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 13:58,-,-,-,-,-,-,-,2025-04-09 13:58:00,
1632597,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:25,09/04/2025 13:58,-,1.02 dias,-,-,-,-,2025-04-08 13:25:00,
1632597,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 13:58,09/04/2025 13:59,-,0.0 dias,-,-,-,-,2025-04-09 13:58:00,
1632597,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 13:59,-,-,-,-,-,-,-,2025-04-09 13:59:00,
1632600,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:26,10/04/2025 17:19,-,2.16 dias,-,-,-,-,2025-04-08 13:26:00,
1632600,Enviado para o RM (Integração),carlos@zapform.com.br,-,10/04/2025 17:19,10/04/2025 17:20,-,0.0 dias,-,-,-,-,2025-04-10 17:19:00,
1632600,Contrato Ativo,carlos@zapform.com.br,-,10/04/2025 17:20,-,-,-,-,-,-,-,2025-04-10 17:20:00,
1632604,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:26,10/04/2025 17:18,-,2.16 dias,-,-,-,-,2025-04-08 13:26:00,
1632604,Enviado para o RM (Integração),carlos@zapform.com.br,-,10/04/2025 17:18,10/04/2025 17:19,-,0.0 dias,-,-,-,-,2025-04-10 17:18:00,
1632604,Contrato Ativo,carlos@zapform.com.br,-,10/04/2025 17:19,01/08/2025 10:07,-,112.7 dias,-,-,-,-,2025-04-10 17:19:00,
1632604,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,01/08/2025 10:07,01/08/2025 10:09,-,0.0 dias,-,-,-,-,2025-08-01 10:07:00,
1632604,Contratos Encerrados,gabriels.santos@nava.com.br,-,01/08/2025 10:09,-,-,-,-,-,-,-,2025-08-01 10:09:00,
1632607,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:27,09/04/2025 13:59,-,1.02 dias,-,-,-,-,2025-04-08 13:27:00,
1632607,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 13:59,09/04/2025 14:01,-,0.0 dias,-,-,-,-,2025-04-09 13:59:00,
1632607,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:01,-,-,-,-,-,-,-,2025-04-09 14:01:00,
1632612,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:27,09/04/2025 14:00,-,1.02 dias,-,-,-,-,2025-04-08 13:27:00,
1632612,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:00,09/04/2025 14:01,-,0.0 dias,-,-,-,-,2025-04-09 14:00:00,
1632612,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:01,-,-,-,-,-,-,-,2025-04-09 14:01:00,
1632614,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:27,09/04/2025 14:01,-,1.02 dias,-,-,-,-,2025-04-08 13:27:00,
1632614,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:01,09/04/2025 14:01,-,0.0 dias,-,-,-,-,2025-04-09 14:01:00,
1632614,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:01,-,-,-,-,-,-,-,2025-04-09 14:01:00,
1632617,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:28,10/04/2025 13:28,-,2.0 dias,-,-,-,-,2025-04-08 13:28:00,
1632617,Enviado para o RM (Integração),carlos@zapform.com.br,-,10/04/2025 13:28,10/04/2025 13:28,-,0.0 dias,-,-,-,-,2025-04-10 13:28:00,
1632617,Contrato Ativo,carlos@zapform.com.br,-,10/04/2025 13:28,05/06/2025 10:50,-,55.89 dias,-,-,-,-,2025-04-10 13:28:00,
1632617,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,05/06/2025 10:50,06/06/2025 12:22,-,1.06 dias,-,-,-,-,2025-06-05 10:50:00,
1632617,Enviado para o RM (Integração),integracao-projetoisp,-,06/06/2025 12:22,06/06/2025 12:24,-,0.0 dias,-,-,-,-,2025-06-06 12:22:00,
1632617,Contrato Ativo,integracao-projetoisp,-,06/06/2025 12:24,-,-,-,-,-,-,-,2025-06-06 12:24:00,
1632620,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:28,09/04/2025 14:02,-,1.02 dias,-,-,-,-,2025-04-08 13:28:00,
1632620,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:02,09/04/2025 14:03,-,0.0 dias,-,-,-,-,2025-04-09 14:02:00,
1632620,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:03,-,-,-,-,-,-,-,2025-04-09 14:03:00,
1632622,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:29,09/04/2025 14:03,-,1.02 dias,-,-,-,-,2025-04-08 13:29:00,
1632622,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:03,09/04/2025 14:04,-,0.0 dias,-,-,-,-,2025-04-09 14:03:00,
1632622,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:04,-,-,-,-,-,-,-,2025-04-09 14:04:00,
1632624,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:29,09/04/2025 14:04,-,1.02 dias,-,-,-,-,2025-04-08 13:29:00,
1632624,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:04,09/04/2025 14:05,-,0.0 dias,-,-,-,-,2025-04-09 14:04:00,
1632624,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:05,-,-,-,-,-,-,-,2025-04-09 14:05:00,
1632628,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:29,09/04/2025 14:05,-,1.02 dias,-,-,-,-,2025-04-08 13:29:00,
1632628,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:05,09/04/2025 14:06,-,0.0 dias,-,-,-,-,2025-04-09 14:05:00,
1632628,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:06,17/07/2025 16:33,-,99.1 dias,-,-,-,-,2025-04-09 14:06:00,
1632628,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,17/07/2025 16:33,17/07/2025 16:35,-,0.0 dias,-,-,-,-,2025-07-17 16:33:00,
1632628,Enviado para o RM (Integração),integracao-projetoisp,-,17/07/2025 16:35,17/07/2025 16:36,-,0.0 dias,-,-,-,-,2025-07-17 16:35:00,
1632628,Contrato Ativo,integracao-projetoisp,-,17/07/2025 16:36,-,-,-,-,-,-,-,2025-07-17 16:36:00,
1632632,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:30,09/04/2025 14:06,-,1.03 dias,-,-,-,-,2025-04-08 13:30:00,
1632632,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:06,09/04/2025 14:07,-,0.0 dias,-,-,-,-,2025-04-09 14:06:00,
1632632,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:07,09/05/2025 12:42,-,29.94 dias,-,-,-,-,2025-04-09 14:07:00,
1632632,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,09/05/2025 12:42,09/05/2025 12:54,-,0.01 dias,-,-,-,-,2025-05-09 12:42:00,
1632632,Contratos Encerrados,thais.roberta@nava.com.br,-,09/05/2025 12:54,-,-,-,-,-,-,-,2025-05-09 12:54:00,
1632634,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:30,10/04/2025 12:06,-,1.94 dias,-,-,-,-,2025-04-08 13:30:00,
1632634,Enviado para o RM (Integração),carlos@zapform.com.br,-,10/04/2025 12:06,10/04/2025 12:06,-,0.0 dias,-,-,-,-,2025-04-10 12:06:00,
1632634,Erro de Importação,carlos@zapform.com.br,-,10/04/2025 12:06,10/04/2025 17:25,-,0.22 dias,-,-,-,-,2025-04-10 12:06:00,
1632634,Aguardando Verificação/Aprovação (NAVA),carlos@zapform.com.br,-,10/04/2025 17:25,10/04/2025 17:27,-,0.0 dias,-,-,-,-,2025-04-10 17:25:00,
1632634,Enviado para o RM (Integração),carlos@zapform.com.br,-,10/04/2025 17:27,10/04/2025 17:27,-,0.0 dias,-,-,-,-,2025-04-10 17:27:00,
1632634,Erro de Importação,carlos@zapform.com.br,-,10/04/2025 17:27,-,-,-,-,-,-,-,2025-04-10 17:27:00,
1632636,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:30,09/04/2025 14:09,-,1.03 dias,-,-,-,-,2025-04-08 13:30:00,
1632636,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:09,09/04/2025 14:11,-,0.0 dias,-,-,-,-,2025-04-09 14:09:00,
1632636,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:11,-,-,-,-,-,-,-,2025-04-09 14:11:00,
1632637,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:31,09/04/2025 14:08,-,1.03 dias,-,-,-,-,2025-04-08 13:31:00,
1632637,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:08,09/04/2025 14:10,-,0.0 dias,-,-,-,-,2025-04-09 14:08:00,
1632637,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:10,05/05/2025 14:02,-,25.99 dias,-,-,-,-,2025-04-09 14:10:00,
1632637,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,05/05/2025 14:02,05/05/2025 14:02,-,0.0 dias,-,-,-,-,2025-05-05 14:02:00,
1632637,Cancelado,carlos@zapform.com.br,-,05/05/2025 14:02,-,-,-,-,-,-,-,2025-05-05 14:02:00,
1632641,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:31,10/04/2025 12:05,-,1.94 dias,-,-,-,-,2025-04-08 13:31:00,
1632641,Enviado para o RM (Integração),carlos@zapform.com.br,-,10/04/2025 12:05,10/04/2025 12:05,-,0.0 dias,-,-,-,-,2025-04-10 12:05:00,
1632641,Contrato Ativo,carlos@zapform.com.br,-,10/04/2025 12:05,05/08/2025 09:59,-,116.91 dias,-,-,-,-,2025-04-10 12:05:00,
1632641,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,05/08/2025 09:59,05/08/2025 10:00,-,0.0 dias,-,-,-,-,2025-08-05 09:59:00,
1632641,Contratos Encerrados,gabriels.santos@nava.com.br,-,05/08/2025 10:00,-,-,-,-,-,-,-,2025-08-05 10:00:00,
1632644,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:32,09/04/2025 14:11,-,1.03 dias,-,-,-,-,2025-04-08 13:32:00,
1632644,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:11,09/04/2025 14:12,-,0.0 dias,-,-,-,-,2025-04-09 14:11:00,
1632644,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:12,-,-,-,-,-,-,-,2025-04-09 14:12:00,
1632647,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:32,09/04/2025 14:12,-,1.03 dias,-,-,-,-,2025-04-08 13:32:00,
1632647,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:12,09/04/2025 14:13,-,0.0 dias,-,-,-,-,2025-04-09 14:12:00,
1632647,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:13,-,-,-,-,-,-,-,2025-04-09 14:13:00,
1632651,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:32,09/04/2025 14:13,-,1.03 dias,-,-,-,-,2025-04-08 13:32:00,
1632651,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:13,09/04/2025 14:14,-,0.0 dias,-,-,-,-,2025-04-09 14:13:00,
1632651,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:14,-,-,-,-,-,-,-,2025-04-09 14:14:00,
1632653,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:33,09/04/2025 14:14,-,1.03 dias,-,-,-,-,2025-04-08 13:33:00,
1632653,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:14,09/04/2025 14:15,-,0.0 dias,-,-,-,-,2025-04-09 14:14:00,
1632653,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:15,-,-,-,-,-,-,-,2025-04-09 14:15:00,
1788303,Aguardando Verificação/Aprovação (NAVA),-,-,23/06/2025 10:09,01/07/2025 12:21,-,8.09 dias,-,-,-,-,2025-06-23 10:09:00,
1788303,Contrato Ativo,vinicius.alexandre@nava.com.br,-,01/07/2025 12:21,22/07/2025 12:32,-,21.01 dias,-,-,-,-,2025-07-01 12:21:00,
1788303,Cancelado,vinicius.alexandre@nava.com.br,-,22/07/2025 12:32,-,-,-,-,-,-,-,2025-07-22 12:32:00,
1632655,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:33,09/04/2025 14:15,-,1.03 dias,-,-,-,-,2025-04-08 13:33:00,
1632655,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:15,09/04/2025 14:16,-,0.0 dias,-,-,-,-,2025-04-09 14:15:00,
1632655,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:16,-,-,-,-,-,-,-,2025-04-09 14:16:00,
1632659,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:34,09/04/2025 14:16,-,1.03 dias,-,-,-,-,2025-04-08 13:34:00,
1632659,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:16,09/04/2025 14:16,-,0.0 dias,-,-,-,-,2025-04-09 14:16:00,
1632659,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:16,-,-,-,-,-,-,-,2025-04-09 14:16:00,
1632662,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:34,10/04/2025 11:56,-,1.93 dias,-,-,-,-,2025-04-08 13:34:00,
1632662,Enviado para o RM (Integração),carlos@zapform.com.br,-,10/04/2025 11:56,10/04/2025 11:57,-,0.0 dias,-,-,-,-,2025-04-10 11:56:00,
1632662,Contrato Ativo,carlos@zapform.com.br,-,10/04/2025 11:57,-,-,-,-,-,-,-,2025-04-10 11:57:00,
1632665,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:34,09/04/2025 14:17,-,1.03 dias,-,-,-,-,2025-04-08 13:34:00,
1632665,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:17,09/04/2025 14:19,-,0.0 dias,-,-,-,-,2025-04-09 14:17:00,
1632665,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:19,-,-,-,-,-,-,-,2025-04-09 14:19:00,
1632667,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:35,09/04/2025 14:18,-,1.03 dias,-,-,-,-,2025-04-08 13:35:00,
1632667,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:18,09/04/2025 14:19,-,0.0 dias,-,-,-,-,2025-04-09 14:18:00,
1632667,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:19,-,-,-,-,-,-,-,2025-04-09 14:19:00,
1632670,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:35,09/04/2025 14:19,-,1.03 dias,-,-,-,-,2025-04-08 13:35:00,
1632670,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:19,09/04/2025 14:20,-,0.0 dias,-,-,-,-,2025-04-09 14:19:00,
1632670,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:20,05/06/2025 12:09,-,56.91 dias,-,-,-,-,2025-04-09 14:20:00,
1632670,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,05/06/2025 12:09,05/06/2025 14:43,-,0.11 dias,-,-,-,-,2025-06-05 12:09:00,
1632670,Enviado para o RM (Integração),integracao-projetoisp,-,05/06/2025 14:43,05/06/2025 14:43,-,0.0 dias,-,-,-,-,2025-06-05 14:43:00,
1632670,Contrato Ativo,integracao-projetoisp,-,05/06/2025 14:43,-,-,-,-,-,-,-,2025-06-05 14:43:00,
1632672,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:35,09/04/2025 14:20,-,1.03 dias,-,-,-,-,2025-04-08 13:35:00,
1632672,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:20,09/04/2025 14:21,-,0.0 dias,-,-,-,-,2025-04-09 14:20:00,
1632672,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:21,-,-,-,-,-,-,-,2025-04-09 14:21:00,
1632676,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:36,09/04/2025 14:21,-,1.03 dias,-,-,-,-,2025-04-08 13:36:00,
1632676,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:21,09/04/2025 14:22,-,0.0 dias,-,-,-,-,2025-04-09 14:21:00,
1632676,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:22,-,-,-,-,-,-,-,2025-04-09 14:22:00,
1632679,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:36,09/04/2025 14:22,-,1.03 dias,-,-,-,-,2025-04-08 13:36:00,
1632679,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:22,09/04/2025 14:23,-,0.0 dias,-,-,-,-,2025-04-09 14:22:00,
1632679,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:23,27/06/2025 17:30,-,79.13 dias,-,-,-,-,2025-04-09 14:23:00,
1632679,Contratos Encerrados,juliana.santos@nava.com.br,-,27/06/2025 17:30,-,-,-,-,-,-,-,2025-06-27 17:30:00,
1632681,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:37,09/04/2025 14:23,-,1.03 dias,-,-,-,-,2025-04-08 13:37:00,
1632681,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:23,09/04/2025 14:24,-,0.0 dias,-,-,-,-,2025-04-09 14:23:00,
1632681,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:24,-,-,-,-,-,-,-,2025-04-09 14:24:00,
1632685,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:37,09/04/2025 14:24,-,1.03 dias,-,-,-,-,2025-04-08 13:37:00,
1632685,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:24,09/04/2025 14:25,-,0.0 dias,-,-,-,-,2025-04-09 14:24:00,
1632685,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:25,30/07/2025 12:44,-,111.93 dias,-,-,-,-,2025-04-09 14:25:00,
1632685,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,30/07/2025 12:44,30/07/2025 12:53,-,0.01 dias,-,-,-,-,2025-07-30 12:44:00,
1632685,Enviado para o RM (Integração),integracao-projetoisp,-,30/07/2025 12:53,30/07/2025 12:53,-,0.0 dias,-,-,-,-,2025-07-30 12:53:00,
1632685,Contrato Ativo,integracao-projetoisp,-,30/07/2025 12:53,-,-,-,-,-,-,-,2025-07-30 12:53:00,
1632687,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:37,10/04/2025 17:17,-,2.15 dias,-,-,-,-,2025-04-08 13:37:00,
1632687,Enviado para o RM (Integração),carlos@zapform.com.br,-,10/04/2025 17:17,10/04/2025 17:18,-,0.0 dias,-,-,-,-,2025-04-10 17:17:00,
1632687,Contrato Ativo,carlos@zapform.com.br,-,10/04/2025 17:18,06/06/2025 15:28,-,56.92 dias,-,-,-,-,2025-04-10 17:18:00,
1632687,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,06/06/2025 15:28,18/07/2025 15:50,-,42.02 dias,-,-,-,-,2025-06-06 15:28:00,
1632687,Enviado para o RM (Integração),integracao-projetoisp,-,18/07/2025 15:50,18/07/2025 16:04,-,0.01 dias,-,-,-,-,2025-07-18 15:50:00,
1632687,Aguardando Verificação/Aprovação (NAVA),thais.roberta@nava.com.br,-,18/07/2025 16:04,18/07/2025 16:04,-,0.0 dias,-,-,-,-,2025-07-18 16:04:00,
1632687,Enviado para o RM (Integração),integracao-projetoisp,-,18/07/2025 16:04,18/07/2025 16:05,-,0.0 dias,-,-,-,-,2025-07-18 16:04:00,
1632687,Contrato Ativo,integracao-projetoisp,-,18/07/2025 16:05,18/07/2025 16:07,-,0.0 dias,-,-,-,-,2025-07-18 16:05:00,
1632687,Enviado para o RM (Integração),integracao-projetoisp,-,18/07/2025 16:07,18/07/2025 16:18,-,0.01 dias,-,-,-,-,2025-07-18 16:07:00,
1632687,Contrato Ativo,thais.roberta@nava.com.br,-,18/07/2025 16:18,-,-,-,-,-,-,-,2025-07-18 16:18:00,
1632692,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:38,09/04/2025 14:25,-,1.03 dias,-,-,-,-,2025-04-08 13:38:00,
1632692,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:25,09/04/2025 14:26,-,0.0 dias,-,-,-,-,2025-04-09 14:25:00,
1632692,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:26,-,-,-,-,-,-,-,2025-04-09 14:26:00,
1821111,Aguardando Verificação/Aprovação (NAVA),-,-,08/07/2025 16:37,10/07/2025 16:14,-,1.98 dias,-,-,-,-,2025-07-08 16:37:00,
1821111,Cancelado,celiene.pinho@nava.com.br,-,10/07/2025 16:14,-,-,-,-,-,-,-,2025-07-10 16:14:00,
1632696,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:38,10/04/2025 11:43,-,1.92 dias,-,-,-,-,2025-04-08 13:38:00,
1632696,Enviado para o RM (Integração),carlos@zapform.com.br,-,10/04/2025 11:43,10/04/2025 11:44,-,0.0 dias,-,-,-,-,2025-04-10 11:43:00,
1632696,Contrato Ativo,carlos@zapform.com.br,-,10/04/2025 11:44,-,-,-,-,-,-,-,2025-04-10 11:44:00,
1632697,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:39,09/04/2025 12:50,-,0.97 dias,-,-,-,-,2025-04-08 13:39:00,
1632697,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 12:50,09/04/2025 12:51,-,0.0 dias,-,-,-,-,2025-04-09 12:50:00,
1632697,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 12:51,05/05/2025 15:09,-,26.1 dias,-,-,-,-,2025-04-09 12:51:00,
1632697,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,05/05/2025 15:09,05/05/2025 15:09,-,0.0 dias,-,-,-,-,2025-05-05 15:09:00,
1632697,Cancelado,carlos@zapform.com.br,-,05/05/2025 15:09,-,-,-,-,-,-,-,2025-05-05 15:09:00,
1632701,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:39,09/04/2025 14:28,-,1.03 dias,-,-,-,-,2025-04-08 13:39:00,
1632701,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:28,09/04/2025 14:29,-,0.0 dias,-,-,-,-,2025-04-09 14:28:00,
1632701,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:29,28/04/2025 09:28,-,18.79 dias,-,-,-,-,2025-04-09 14:29:00,
1632701,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,28/04/2025 09:28,28/04/2025 09:30,-,0.0 dias,-,-,-,-,2025-04-28 09:28:00,
1632701,Contratos Encerrados,celiene.pinho@nava.com.br,-,28/04/2025 09:30,-,-,-,-,-,-,-,2025-04-28 09:30:00,
1526206,Aguardando Verificação/Aprovação (NAVA),-,-,26/02/2025 11:54,26/02/2025 11:56,-,0.0 dias,-,-,-,-,2025-02-26 11:54:00,
1526206,Enviado para o RM (Integração),carlos@zapform.com.br,-,26/02/2025 11:56,26/02/2025 11:57,-,0.0 dias,-,-,-,-,2025-02-26 11:56:00,
1526206,Contrato Ativo,carlos@zapform.com.br,-,26/02/2025 11:57,28/02/2025 15:12,-,2.14 dias,-,-,-,-,2025-02-26 11:57:00,
1526206,Cancelado,carlos@zapform.com.br,-,28/02/2025 15:12,-,-,-,-,-,-,-,2025-02-28 15:12:00,
1632703,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:39,10/04/2025 11:42,-,1.92 dias,-,-,-,-,2025-04-08 13:39:00,
1632703,Enviado para o RM (Integração),carlos@zapform.com.br,-,10/04/2025 11:42,10/04/2025 11:43,-,0.0 dias,-,-,-,-,2025-04-10 11:42:00,
1632703,Contrato Ativo,carlos@zapform.com.br,-,10/04/2025 11:43,-,-,-,-,-,-,-,2025-04-10 11:43:00,
1632705,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:40,09/04/2025 14:30,-,1.04 dias,-,-,-,-,2025-04-08 13:40:00,
1632705,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:30,09/04/2025 14:32,-,0.0 dias,-,-,-,-,2025-04-09 14:30:00,
1632705,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:32,-,-,-,-,-,-,-,2025-04-09 14:32:00,
1632706,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:40,09/04/2025 14:29,-,1.03 dias,-,-,-,-,2025-04-08 13:40:00,
1632706,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:29,09/04/2025 14:31,-,0.0 dias,-,-,-,-,2025-04-09 14:29:00,
1632706,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:31,05/05/2025 16:05,-,26.07 dias,-,-,-,-,2025-04-09 14:31:00,
1632706,Aguardando Verificação/Aprovação (NAVA),integracao-projetoisp,-,05/05/2025 16:05,05/05/2025 16:06,-,0.0 dias,-,-,-,-,2025-05-05 16:05:00,
1632706,Cancelado,carlos@zapform.com.br,-,05/05/2025 16:06,-,-,-,-,-,-,-,2025-05-05 16:06:00,
1632709,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:41,09/04/2025 14:31,-,1.04 dias,-,-,-,-,2025-04-08 13:41:00,
1632709,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:31,09/04/2025 14:33,-,0.0 dias,-,-,-,-,2025-04-09 14:31:00,
1632709,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:33,-,-,-,-,-,-,-,2025-04-09 14:33:00,
1632711,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:41,09/04/2025 14:32,-,1.04 dias,-,-,-,-,2025-04-08 13:41:00,
1632711,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:32,09/04/2025 14:33,-,0.0 dias,-,-,-,-,2025-04-09 14:32:00,
1632711,Contrato Ativo,carlos@zapform.com.br,-,09/04/2025 14:33,-,-,-,-,-,-,-,2025-04-09 14:33:00,
1632713,Aguardando Verificação/Aprovação (NAVA),-,-,08/04/2025 13:41,09/04/2025 14:34,-,1.04 dias,-,-,-,-,2025-04-08 13:41:00,
1632713,Enviado para o RM (Integração),carlos@zapform.com.br,-,09/04/2025 14:34,09/04/2025 14:35,-,0.0 dias,-,-,-,-,2025-04-09 14:34:00,
