ID do Card,Responsável,Whatsapp Nome Fornecedor,Whatsapp Número Fornecedor,Status,Data de Criação,Última Alteração,Etiquetas,Prioridade,Nome Card,Período do contrato (Meses),Dias antes do vencimento para receber fatura,Valor,Dia de vencimento,Meio de pagamento,Designação,Data de início do contrato,Cobranças avulsas,Link da card na Viabilidade,Card ID na Viabilidade,Unnamed: 20,Unnamed: 21,Unnamed: 22,
1632718,Jurídico,RAZAOINFO INTERNET LTDA,555484292005,Aguardando Verificação/Aprovação (NAVA),08/04/2025,07/08/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - UNICRED - IP DEDICADO - ERECHIM - ERE5010110,7,10,"100,19",15,Boleto Bancário,ERE5010110,24/05/2024,[],https://app.zapform.com.br/c/726/workflow/1632716,1632716,-,,,
1632721,Jurídico,RAMNET INFORMATICA E TELECON,554391456669,Contrato Ativo,08/04/2025,10/04/2025,-,Sem prioridade,PLANO DE AÇÃO - LOJA 591 - SANTA FÉ - LINK BACKUP - STF5010016,12,10,"145,00",15,Boleto Bancário,STF5010016,25/04/2023,[],https://app.zapform.com.br/c/726/workflow/1632720,1632720,-,,,
1804754,Jurídico,LEVE FIBRA,556130817003,Contrato Ativo,01/07/2025,01/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - COFCO - IP DEDICADO /32 - COFCO INTERNATIONAL BRASIL S.A. - UNAI - UNI5026172,8,10,"475,00",5,Boleto Bancário,UNI5026172,06/06/2024,[],https://app.zapform.com.br/c/726/workflow/1632629,1632629,-,,,
1632723,Jurídico,Rio Net,27520054000134,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - BRADESCO - PAA SANTA ISABEL DO RIO NEGRO - SZL5010038,12,10,"1100,00",25,Boleto Bancário,SZL5010038,18/10/2022,[],https://app.zapform.com.br/c/726/workflow/1632722,1632722,-,,,
1632725,Jurídico,B R A Servicos de Comunicacao LTDA,5519993681908,Cancelado,08/04/2025,03/07/2025,-,Sem prioridade, PEDIDO DE CONEXÃO NOVA - COCAMAR - IP DEDICADO /30 - ANGULO - AWG5010009,12,10,"890,00",10,Boleto Bancário,AWG5010009,23/04/2024,[],https://app.zapform.com.br/c/726/workflow/1632724,1632724,-,,,
1632727,Jurídico,S LANZA JUNIOR LTDA,556699059755,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 5081 - COLIDER EXPRESS - CDE5010067,12,10,"105,00",15,Boleto Bancário,CDE5010067,15/08/2024,[],https://app.zapform.com.br/c/726/workflow/1632726,1632726,-,,,
1632729,Jurídico,E. DO NASCIMENTO PEREIRA,559292521145,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - BRADESCO - WI-FI - AG SÃO GABRIEL DA CACHOEIRA - SBH5014902,12,10,"500,00",25,Boleto Bancário,SBH5014902,15/09/2022,[],https://app.zapform.com.br/c/726/workflow/1632728,1632728,-,,,
1632731,Jurídico,HEX TELECOM,5515991531323,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L179 - SHC PLAZA ITU - ITU5010239,12,10,"179,90",20,Boleto Bancário,ITU5010239,20/07/2024,[],https://app.zapform.com.br/c/726/workflow/1632730,1632730,-,,,
1632733,Jurídico,FLIX BR TELECOM LTDA,5512930858494,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L491 - SHC PÁTIO PINDA - PBA5010185,12,10,"39,96",10,Boleto Bancário,PBA5010185,26/07/2024,[],https://app.zapform.com.br/c/726/workflow/1632732,1632732,-,,,
1526237,Jurídico,Alexandre Guerreiro,554187780165,Cancelado,26/02/2025,28/02/2025,-,Sem prioridade,TESTE SISTEMA ZAPFORM - PEDIDO DE CONEXÃO NOVA - BRADESCO - 3G/4G AQUÁRIO - Ponto A: DA RELAÇÃO,2,3,140,5,PIX,-,-,"[{'01 - Dias antes do vencimento': 3, '02 - Valor': 130, '03 - Data de vencimento': '28/02/2025', '04 - Meio de pagamento': 'OptionList;2;Boleto Bancário;Cartão de Crédito;Transferência Bancária;PIX'}]",https://app.zapform.com.br/c/726/workflow/1373382,1373382,-,,,
1632735,Jurídico,FLIX BR TELECOM LTDA,5512930858494,Cancelado,08/04/2025,05/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L491 - SHC PÁTIO PINDA - PBA5010185,12,10,"59,94",10,Boleto Bancário,PBA5010185,26/07/2024,[],https://app.zapform.com.br/c/726/workflow/1632732,1632732,-,,,
1632738,Jurídico,MATERA & MATERA LTDA,09626561000175,Cancelado,08/04/2025,24/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - COCAMAR - IP DEDICADO /30 - ICARAIMA - ICM5010012,12,10,"1000,00",10,Boleto Bancário,ICM5010012,28/06/2024,[],https://app.zapform.com.br/c/726/workflow/1632737,1632737,-,,,
1632740,Jurídico,EMEX TELECOMUNICAÇÕES DO BRASIL LTDA,558000243200,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L594 - SHC PIRATAS EXPRESS - ARS1995228,12,10,"69,60",15,Boleto Bancário,ARS1995228,18/07/2024,[],https://app.zapform.com.br/c/726/workflow/1632739,1632739,-,,,
1632741,Jurídico,EMEX TELECOMUNICAÇÕES DO BRASIL LTDA,558000243200,Cancelado,08/04/2025,05/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L594 - SHC PIRATAS EXPRESS - ARS1995228,12,10,"50,40",15,Boleto Bancário,ARS1995228,18/07/2024,[],https://app.zapform.com.br/c/726/workflow/1632739,1632739,-,,,
1632744,Jurídico,TOPNET NOME ATENDENTE,5511986518074,Cancelado,08/04/2025,05/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1250 - SHC SAO BERNARDO PLAZA SHOPPING - SBO5011929,12,10,"18,00",25,Boleto Bancário,SBO5011929,16/04/2024,[],https://app.zapform.com.br/c/726/workflow/1632742,1632742,-,,,
1632745,Jurídico,TOPNET NOME ATENDENTE,5511986518074,Cancelado,08/04/2025,05/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1250 - SHC SAO BERNARDO PLAZA SHOPPING - SBO5011929,12,10,"23,00",25,Boleto Bancário,SBO5011929,16/04/2024,[],https://app.zapform.com.br/c/726/workflow/1632742,1632742,-,,,
1632746,Jurídico,TOPNET NOME ATENDENTE,5511986518074,Cancelado,08/04/2025,03/06/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - 1250 - SHC SAO BERNARDO PLAZA SHOPPING - SBO5011929,12,10,"198,99",25,Boleto Bancário,SBO5011929,16/04/2024,[],https://app.zapform.com.br/c/726/workflow/1632742,1632742,-,,,
1632748,Jurídico,ROLIM NET SERVICOS & INTERNET LTDA,556931980000,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - ITAÚ - LOTE 59 - 8822 - ROLIM DE MOURA - RMM5010064,12,10,"55,96",25,Boleto Bancário,RMM5010064,29/12/2022,[],https://app.zapform.com.br/c/726/workflow/1632747,1632747,-,,,
1632750,Jurídico,ROLIM NET SERVICOS & INTERNET LTDA,556931980000,Cancelado,08/04/2025,05/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - ITAÚ - LOTE 59 - 8822 - ROLIM DE MOURA - RMM5010064,12,10,"83,94",25,Boleto Bancário,RMM5010064,29/12/2022,[],https://app.zapform.com.br/c/726/workflow/1632747,1632747,-,,,
1632754,Jurídico,SANDRO HENRIQUE KREIN,555599229624,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - QUERO-QUERO - LOJA 4 - CERRO LARGO - LINK BACKUP - CRR5010025,12,10,"150,00",15,Boleto Bancário,CRR5010025,11/10/2022,[],https://app.zapform.com.br/c/726/workflow/1632752,1632752,-,,,
1632757,Jurídico,MDP TELECOM,5521983152750,Contrato Ativo,08/04/2025,04/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - BANDA LARGA - L5275 - SEPETIBA EXPRESS - RJO60020825,12,10,"79,90",20,Boleto Bancário,RJO60020825,10/07/2024,[],https://app.zapform.com.br/c/726/workflow/1632756,1632756,-,,,
1632760,Jurídico,R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO ELETRONICOS LTDA,559292022913,Contrato Ativo,08/04/2025,02/06/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - BRADESCO - 220 AG. SDWAN - BKP 2º PROVEDOR (LINK PRINCIPAL) - AG AUTAZES - AZS5010108,10,10,"350,00",25,Boleto Bancário,AZS5010108,18/04/2022,[],https://app.zapform.com.br/c/726/workflow/1632759,1632759,-,,,
1632762,Jurídico,SGNET TELECOM LTDA,558000333156,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - ITAÚ - LOTE 356 - 5132 - BOM JESUS DO GALHO-MG - BJG5010576,12,10,"100,00",15,Boleto Bancário,BJG5010576,03/01/2023,[],https://app.zapform.com.br/c/726/workflow/1632761,1632761,-,,,
1632764,Jurídico,SKORPION SISTEMA DE TELECOMUNICACOES LTDA,559492571500,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE REMANEJAMENTO INTERNO - ITAÚ - MARABA - MBA5040464,12,10,"134,00",25,Boleto Bancário,MBA5040464,14/12/2022,[],https://app.zapform.com.br/c/726/workflow/1632763,1632763,-,,,
1632766,Jurídico,ALMEIRIM TELECOM LTDA,559384046442,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA URGENTE - SERPRO - PGFN_PSFN-SANTAREM-PA - SRM5017362,12,10,"350,00",25,Boleto Bancário,SRM5017362,11/11/2021,[],https://app.zapform.com.br/c/726/workflow/1632765,1632765,-,,,
1632768,Jurídico,ARAXINGU TELECOMUNICACOES LTDA,556692926206,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - ITAÚ - ÁGUA BOA - ABO5010058,12,10,"99,90",20,Boleto Bancário,ABO5010058,08/11/2022,[],https://app.zapform.com.br/c/726/workflow/1632767,1632767,-,,,
1632771,Jurídico,VEM DIGITAL PROVEDOR DE INTERNET LTDA,07190149000120,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - 220 AG. SDWAN - AG SAO JOAO DO PARAISO / MG - SSK5010360,12,10,"109,90",15,Boleto Bancário,SSK5010360,29/09/2021,[],https://app.zapform.com.br/c/726/workflow/1632769,1632769,-,,,
1632773,Jurídico,FIBER,559884565329,Contrato Ativo,08/04/2025,19/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - IP DEDICADO - L061 - S.LUIS - SLS5375350,12,10,"550,00",20,Boleto Bancário,SLS5375350,08/10/2024,[],https://app.zapform.com.br/c/726/workflow/1632772,1632772,-,,,
1632775,Jurídico,FIBER,559884565329,Cancelado,08/04/2025,05/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AMERICANAS S.A - IP DEDICADO - L061 - S.LUIS - SLS5375350,12,10,"385,00",20,Boleto Bancário,SLS5375350,08/10/2024,[],https://app.zapform.com.br/c/726/workflow/1632772,1632772,-,,,
1632779,Jurídico,SUPORTONLINE TELECOM LTDA,553438262425,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - AZUL LINHAS AÉREAS - IP DEDICADO /31 - POJ - Patos de Minas - 500001659,12,10,"249,90",10,Boleto Bancário,500001659,07/12/2023,[],https://app.zapform.com.br/c/726/workflow/1632776,1632776,-,,,
1632781,Jurídico,LOUZEIRO & MORAIS LTDA,557798301564,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - COLEGIO ESTADUAL ISABEL ARAUJO DA SILVA - 1130406 - FRP5010751,12,10,"150,00",25,Boleto Bancário,FRP5010751,23/05/2022,[],https://app.zapform.com.br/c/726/workflow/1632780,1632780,-,,,
1632783,Jurídico,PROSERVER TELECOMUNICACOES S.A.,555197002492,Contratos Encerrados,08/04/2025,23/06/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - QUERO-QUERO - LOJA 68 - PORTO LUCENA - LINK BACKUP - PUC5010020,12,10,"250,00",20,Boleto Bancário,PUC5010020,03/05/2023,[],https://app.zapform.com.br/c/726/workflow/1632782,1632782,-,,,
1632785,Jurídico,J. PAULO ZELLMER TAKADA & CIA LTDA,556384676650,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - CONAB - IP DEDICADO - CONAB - UA/FORMOSO DO ARAGUAIA - FOR5010019,12,10,"300,00",25,Boleto Bancário,FOR5010019,21/02/2022,[],https://app.zapform.com.br/c/726/workflow/1632784,1632784,-,,,
1346065,Jurídico,ZAPFORM - DEV,5512997850097,Cancelado,29/11/2024,25/02/2025,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,,,
1632789,Jurídico,TECNET Internet,553391143717,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - ITAÚ - LOTE 356 - 4061 - NANUQUE MG - NNE5017750,12,10,"139,90",25,Boleto Bancário,NNE5017750,03/02/2023,[],https://app.zapform.com.br/c/726/workflow/1632787,1632787,-,,,
1632793,Jurídico,TEOTONIO SERVICOS DE INTERNET LTDA,558293814016,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PLANO DE AÇÃO - BLOQUEIO/SUPPLY 68 CASOS - CLIENTE OI: BRADESCO - AG TEOTONIO VILELA - DESIGNAÇÃO OI: TNVL 5010868 - TNVL5010868,12,10,"100,00",15,Boleto Bancário,TNVL5010868,21/11/2022,[],https://app.zapform.com.br/c/726/workflow/1632791,1632791,-,,,
1632798,Jurídico,TURBONETT TELECOMUNICACOES LTDA.,559984905338,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - BRADESCO - WI-FI - AG PRESIDENTE DUTRA - PDU5013419,12,10,"89,90",15,Boleto Bancário,PDU5013419,12/01/2023,[],https://app.zapform.com.br/c/726/workflow/1632797,1632797,-,,,
1632800,Jurídico,ULTRATELECOM PROVEDORA DE INTERNET EIRELI,08543640000150,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO CONEXÃO NOVA - QUERO-QUERO - LOTE 2 - LOJA 246 - Fraiburgo - FGO5010041,12,10,"169,99",25,Boleto Bancário,FGO5010041,03/11/2021,[],https://app.zapform.com.br/c/726/workflow/1632799,1632799,-,,,
1632806,Jurídico,UNIFY INTERNET LTDA,555584281404,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - QUERO-QUERO - LOJA 23 - TRES DE MAIO - LINK BACKUP - TMI5010042,12,10,"124,90",10,Boleto Bancário,TMI5010042,11/10/2022,[],https://app.zapform.com.br/c/726/workflow/1632802,1632802,-,,,
1632809,Jurídico,VELOX NET MA LTDA,559985055146,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - BRADESCO - WI-FI PAA TUNTUM - TTM5010942,12,10,"150,00",20,Boleto Bancário,TTM5010942,19/10/2022,[],https://app.zapform.com.br/c/726/workflow/1632808,1632808,-,,,
1632811,Jurídico,VIU INTERNET PROVEDORA DE ACESSO LTDA,558009303030,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - QUERO-QUERO - LOJA 494 - OSORIO - BACKUP - OSR5010053,12,10,"249,90",25,Boleto Bancário,OSR5010053,01/09/2022,[],https://app.zapform.com.br/c/726/workflow/1632810,1632810,-,,,
1632813,Jurídico,VIVA NET TELECOM LTDA,554499344354,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDOS DE CONEXÃO NOVA - BRADESCO - LOJA 586 - JAPURÁ - LINK TITULAR - JUR5010011,12,10,"174,90",25,Boleto Bancário,JUR5010011,01/09/2022,[],https://app.zapform.com.br/c/726/workflow/1632812,1632812,-,,,
1632815,Jurídico,Vla Telecomunicacoes LTDA,552740423772,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - ITAÚ - AGRO VITORIA - VTA5269482,12,10,"149,90",25,Boleto Bancário,VTA5269482,04/11/2022,[],https://app.zapform.com.br/c/726/workflow/1632814,1632814,-,,,
1632817,Jurídico,MULTNET TELECOM LTDA,558005917312,Contrato Ativo,08/04/2025,23/07/2025,-,Sem prioridade,PEDIDO DE MUDANÇA DE ENDEREÇO - BRADESCO - AG. MILAGRES - BA - MLG5010574,12,10,"149,90",25,Boleto Bancário,MLG5010574,24/11/2021,[],https://app.zapform.com.br/c/726/workflow/1632816,1632816,-,,,
1714739,Jurídico,EMINET,43589945000101,Erro de Importação,12/05/2025,12/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - 220 AG. SDWAN - AG ARCOS/ DESIGNAÇÃO OI: ACS5021724/ DESIGNAÇÃO NAVA: 20505514,10,10,"40,50",15,Boleto Bancário,ACS5021724,28/10/2021,[],https://app.zapform.com.br/c/726/workflow/1714614,1714614,-,,,
1632819,Jurídico,ZAAZ PROVEDOR DE INTERNET E TELECOMUNICACOES S.A.,558004949999,Contrato Ativo,08/04/2025,23/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - QUERO-QUERO - LOJA 598 - WENCESLAU BRAZ - LINK TITULAR - WBZ5010024,12,10,"136,08",28,Boleto Bancário,WBZ5010024,27/01/2023,[],https://app.zapform.com.br/c/726/workflow/1632818,1632818,-,,,
1632821,Jurídico,ZETANET COMERCIO E SERVICOS LTDA,555136976300,Contrato Ativo,08/04/2025,09/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - QUERO-QUERO - LOJA 611 - BROCHIER - LINK TITULAR - BMT5010004,12,10,"124,80",20,Boleto Bancário,BMT5010004,16/02/2023,[],https://app.zapform.com.br/c/726/workflow/1632820,1632820,-,,,
1714755,Jurídico,EMINET,43589945000101,Contrato Ativo,12/05/2025,12/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - 220 AG. SDWAN - AG ARCOS/ DESIGNAÇÃO OI: ACS5021724/ DESIGNAÇÃO NAVA: 20505514,10,10,"40,50",15,Boleto Bancário,ACS5021724,28/10/2021,[],https://app.zapform.com.br/c/726/workflow/1714614,1714614,-,,,
1739337,Jurídico,TCF SERVICES TECNOLOGIA E SERVICOS DE INFORMATICA LTDA,49461750000150,Contrato Ativo,27/05/2025,27/05/2025,-,Sem prioridade,PEDIDO CONEXÃO NOVA ITAÚ - PIRAJUBA MG - PRJ5010044,12,10,"61,99",15,Boleto Bancário,PJR5010044,19/08/2021,[],https://app.zapform.com.br/c/726/workflow/1632350,1632350,-,,,
1722967,Jurídico,LINK SPEED PROVEDOR DE INTERNET LTDA,12322370000124,Contrato Ativo,19/05/2025,19/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - COLEGIO ESTADUAL DE COCOS - 1131607 - COX5010488,10,10,"169,95",25,Boleto Bancário,COX5010488,01/06/2022,[],https://app.zapform.com.br/c/726/workflow/1632277,1632277,-,,,
1559154,Jurídico,3X FIBRA - Renato,5528999212701,Contrato Ativo,14/03/2025,17/03/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - 220 AG. SDWAN - AG. CASTELO - ES,12,10,180,15,Boleto Bancário,CSE 5069699,15/12/2021,[],https://app.zapform.com.br/c/726/workflow/1558878,1558878,-,,,
1346193,Jurídico,ZAPFORM - DEV,5512997850097,Cancelado,29/11/2024,25/02/2025,-,Sem prioridade,-,-,-,-,-,-,-,-,-,-,-,-,,,
1559194,Jurídico,NETSET,556799479678,Cancelado,14/03/2025,01/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE LT1 - SETE QUEDAS - MS - POLICIA MILITAR DO ESTADO DE MS ,12,10,50,25,Boleto Bancário,STQ5010033,14/03/2025,[],https://app.zapform.com.br/c/726/workflow/1272830,1272830,-,,,
1813151,Jurídico,EMPASOFT LTDA,03404680000105,Contrato Ativo,03/07/2025,03/07/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - COCAMAR - IP DEDICADO /30 - LOANDA - LND5010015,12,10,"990,00",10,Boleto Bancário,LND5010015,06/05/2024,[],https://app.zapform.com.br/c/726/workflow/1632472,1632472,-,,,
1526437,Jurídico,Alexandre Guerreiro,554187780165,Cancelado,26/02/2025,27/02/2025,-,Sem prioridade,TESTE SISTEMA ZAPFORM - PEDIDO DE CONEXÃO NOVA - BRADESCO - 3G/4G AQUÁRIO - Ponto A: DA RELAÇÃO,1,1,1,1,Cartão de Crédito,-,-,"[{'01 - Dias antes do vencimento': 2, '02 - Valor': 2, '03 - Data de vencimento': '03/02/2025', '04 - Meio de pagamento': 'OptionList;2;Boleto Bancário;Cartão de Crédito;Transferência Bancária;PIX'}]",https://app.zapform.com.br/c/726/workflow/1373382,1373382,-,,,
1559235,Jurídico,NETSET,556799479678,Cancelado,14/03/2025,14/03/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE LT1 - SETE QUEDAS - MS - POLICIA MILITAR DO ESTADO DE MS ,12,10,25,15,Boleto Bancário,STQ5010033,14/03/2025,[],https://app.zapform.com.br/c/726/workflow/1272830,1272830,-,,,
1526480,Jurídico,Alexandre Guerreiro,554187780165,Cancelado,26/02/2025,01/04/2025,-,Sem prioridade,TESTE SISTEMA ZAPFORM - PEDIDO DE CONEXÃO NOVA - BRADESCO - 3G/4G AQUÁRIO - Ponto A: DA RELAÇÃO,1,1,1,1,Boleto Bancário,-,-,[],https://app.zapform.com.br/c/726/workflow/1373382,1373382,-,,,
1559277,Jurídico,Alexandre Guerreiro,554187780165,Cancelado,14/03/2025,14/03/2025,-,Sem prioridade,TESTE SISTEMA ZAPFORM - PEDIDO DE CONEXÃO NOVA - BRADESCO - 3G/4G AQUÁRIO - Ponto A: DA RELAÇÃO,1,1,22,3,Cartão de Crédito,design teste,18/03/2025,[],https://app.zapform.com.br/c/726/workflow/1373382,1373382,-,,,
1559280,Jurídico,NETSET,556799479678,Cancelado,14/03/2025,25/04/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE LT1 - SETE QUEDAS - MS - POLICIA MILITAR DO ESTADO DE MS ,6,10,14,15,Boleto Bancário,STQ5010033,14/03/2025,[],https://app.zapform.com.br/c/726/workflow/1272830,1272830,-,,,
1559408,Jurídico,NETSET,556799479678,Cancelado,14/03/2025,17/03/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - MIG COBRE LT1 - SETE QUEDAS - MS - POLICIA MILITAR DO ESTADO DE MS ,5,10,33,20,Boleto Bancário,STQ5010033,14/03/2025,[],https://app.zapform.com.br/c/726/workflow/1272830,1272830,-,,,
1559461,Jurídico,ALDOX TECNOLOGIA,5511983276055,Cancelado,14/03/2025,17/03/2025,-,Sem prioridade,PLANO DE AÇÃO - BRADESCO /   AG SEROPÉDICA - SERP1964317,1,10,5,15,Boleto Bancário,SERP1964317,14/03/2025,[],https://app.zapform.com.br/c/726/workflow/1527105,1527105,-,,,
1600462,Jurídico,ALPHABYTE COMERCIO E SERVICOS LTDA,557791951414,Contratos Encerrados,31/03/2025,23/05/2025,-,Sem prioridade,PEDIDO DE UPGRADE - BRADESCO - PROJETO UPGRADE / VSAT - PAA ABAIRA,12,10,220,30,Boleto Bancário,ABR5010437,30/01/2023,[],https://app.zapform.com.br/c/726/workflow/1600449,1600449,-,,,
1600463,Jurídico,VIP NET PROVEDOR DE SERVICOS DE INTERNET LTDA,557381466705,Cancelado,31/03/2025,12/05/2025,-,Sem prioridade,PEDIDO DE CONEXÃO NOVA - TJ MT - NOVA XAVANTINA,12,10,250,30,Boleto Bancário,SUY5010274,30/03/2023,[],https://app.zapform.com.br/c/726/workflow/1600451,1600451,-,,,
1600464,Jurídico,MR NETWORKS - INTERNET BANDA LARGA LTDA.,556434081403,Aguardando Verificação/Aprovação (NAVA),31/03/2025,07/08/2025,-,Sem prioridade,Data de ativação anterior a utilização do Trello - JVA5010012,12,10,"94,00",10,Boleto Bancário,JVA5010012,10/01/2023,[],https://app.zapform.com.br/c/726/workflow/1600453,1600453,-,,,
1813500,Jurídico,EMPASOFT LTDA,03404680000105,Contrato Ativo,03/07/2025,03/07/2025,-,Sem prioridade, PEDIDO DE CONEXÃO NOVA - COCAMAR - IP DEDICADO /30 - ANGULO - AWG5010009,8,10,"890,00",10,Boleto Bancário,AWG5010009,23/04/2024,[],https://app.zapform.com.br/c/726/workflow/1632724,1632724,-,,,
1534987,Jurídico,Alexandre Guerreiro,554187780165,Cancelado,02/03/2025,06/03/2025,-,Sem prioridade,-,12,10,100,10,Boleto Bancário,-,-,[],https://app.zapform.com.br/c/726/workflow/1533785,1533785,-,,,
1600593,Jurídico,ALPHABYTE COMERCIO E SERVICOS LTDA,557791951414,Contratos Encerrados,31/03/2025,23/05/2025,-,Sem prioridade,PEDIDO DE UPGRADE - BRADESCO - PROJETO UPGRADE / VSAT - PAA ABAIRA,12,10,220,30,Boleto Bancário,ABR5010437,30/01/2023,[],https://app.zapform.com.br/c/726/workflow/1600449,1600449,-,,,
1600595,Jurídico,M F LOPES SERVICOS DE TELECOMUNICACAO LTDA,557788320819,Contratos Encerrados,31/03/2025,23/05/2025,-,Sem prioridade,PEDIDO DE UPGRADE - BRADESCO - PROJETO UPGRADE - PAA ANAMA,12,10,100,30,Boleto Bancário,MAY5010190,29/02/2024,[],https://app.zapform.com.br/c/726/workflow/1600594,1600594,-,,,
1600597,Jurídico,JOILENE SILVA DOS SANTOS ARAUJO & CIA LTDA,557581828386,Contratos Encerrados,31/03/2025,25/06/2025,-,Sem prioridade,PEDIDO DE UPGRADE - BRADESCO - PROJETO UPGRADE / VSAT - PAA PIRAI DO NORTE,12,10,"99,9",20,Boleto Bancário,PDQ5010171,20/02/2024,[],https://app.zapform.com.br/c/726/workflow/1600596,1600596,-,,,
1600599,Jurídico,L & I INTERNET FIBRA & SERVICOS LTDA,557381548599,Contrato Ativo,31/03/2025,02/04/2025,-,Sem prioridade,MUDANÇA DE ENDEREÇO DE SERVIÇO ATIVO - PAA IBIRAPUA,12,10,96,30,Boleto Bancário,IBP5010386,30/03/2023,[],https://app.zapform.com.br/c/726/workflow/1600598,1600598,-,,,
1600601,Jurídico,CONNECTA TELECOM LTDA,559185565200,Contrato Ativo,31/03/2025,02/04/2025,-,Sem prioridade,PEDIDO DE UPGRADE - BRADESCO - PROJETO UPGRADE / VSAT - PAA GURUPA,12,10,500,20,Boleto Bancário,GRW5010065,20/08/2024,[],https://app.zapform.com.br/c/726/workflow/1600600,1600600,-,,,
