ID da Ordem,Etapa,Modificado por,SLA,Data Início Execução,Data Final Execução,Prazo Máximo,Duração Total,Duração Útil,Status SLA,Excedido Total (min),Excedido Útil (min)
1353431,Concluído,-,-,05/12/2024 14:06,-,-,-,-,-,-,-
1443559,Em preenchimento,-,-,20/01/2025 10:29,20/01/2025 16:17,-,0.24 dias,-,-,-,-
1443559,Concluído,atendimento@penetron.com.br,-,20/01/2025 16:17,-,-,-,-,-,-,-
1287918,Em preenchimento,-,-,31/10/2024 16:50,31/10/2024 16:55,-,0.0 dias,-,-,-,-
1287918,ChatGPT Respondendo,-,-,31/10/2024 16:55,05/11/2024 10:38,-,4.74 dias,-,-,-,-
1287918,Concluído,comercial@penetron.com.br,-,05/11/2024 10:38,-,-,-,-,-,-,-
1566456,Em preenchimento,-,-,18/03/2025 13:28,18/03/2025 13:30,-,0.0 dias,-,-,-,-
1566456,Aguardando Atendimento,-,-,18/03/2025 13:30,18/03/2025 15:52,-,0.1 dias,-,-,-,-
1566456,Concluído,atendimento@penetron.com.br,-,18/03/2025 15:52,-,-,-,-,-,-,-
1476346,Em preenchimento,-,-,28/01/2025 14:47,28/01/2025 14:48,-,0.0 dias,-,-,-,-
1476346,Concluído,-,-,28/01/2025 14:48,-,-,-,-,-,-,-
1779451,Em preenchimento,-,-,18/06/2025 11:30,18/06/2025 11:30,-,0.0 dias,-,-,-,-
1779451,Concluído,-,-,18/06/2025 11:30,-,-,-,-,-,-,-
1615613,Em preenchimento,-,-,03/04/2025 16:10,03/04/2025 16:10,-,0.0 dias,-,-,-,-
1615613,Aguardando Atendimento,-,-,03/04/2025 16:10,03/04/2025 16:24,-,0.01 dias,-,-,-,-
1615613,Concluído,admin-ale,-,03/04/2025 16:24,-,-,-,-,-,-,-
1459966,Em preenchimento,-,-,23/01/2025 13:24,23/01/2025 13:35,-,0.01 dias,-,-,-,-
1459966,Concluído,atendimento@penetron.com.br,-,23/01/2025 13:35,-,-,-,-,-,-,-
1754902,Em preenchimento,-,-,04/06/2025 14:21,04/06/2025 14:22,-,0.0 dias,-,-,-,-
1754902,Aguardando Atendimento,-,-,04/06/2025 14:22,05/06/2025 07:27,-,0.71 dias,-,-,-,-
1754902,Concluído,atendimento@penetron.com.br,-,05/06/2025 07:27,-,-,-,-,-,-,-
1451810,Em preenchimento,-,-,21/01/2025 15:44,21/01/2025 16:27,-,0.03 dias,-,-,-,-
1451810,Concluído,atendimento@penetron.com.br,-,21/01/2025 16:27,-,-,-,-,-,-,-
1689385,Em preenchimento,-,-,30/04/2025 16:06,30/04/2025 16:42,-,0.03 dias,-,-,-,-
1689385,Concluído,atendimento@penetron.com.br,-,30/04/2025 16:42,-,-,-,-,-,-,-
1845034,Em preenchimento,-,-,21/07/2025 08:22,21/07/2025 09:06,-,0.03 dias,-,-,-,-
1845034,Concluído,atendimento@penetron.com.br,-,21/07/2025 09:06,-,-,-,-,-,-,-
1296172,Em preenchimento,-,-,06/11/2024 09:40,06/11/2024 09:42,-,0.0 dias,-,-,-,-
1296172,Aguardando Atendimento,-,-,06/11/2024 09:42,06/11/2024 12:23,-,0.11 dias,-,-,-,-
1296172,Concluído,comercial@penetron.com.br,-,06/11/2024 12:23,-,-,-,-,-,-,-
1328943,Em preenchimento,-,-,21/11/2024 15:14,21/11/2024 15:16,-,0.0 dias,-,-,-,-
1328943,Concluído,-,-,21/11/2024 15:16,-,-,-,-,-,-,-
1640243,Em preenchimento,-,-,10/04/2025 10:45,10/04/2025 13:18,-,0.11 dias,-,-,-,-
1640243,Concluído,atendimento@penetron.com.br,-,10/04/2025 13:18,-,-,-,-,-,-,-
1804087,Em preenchimento,-,-,01/07/2025 07:52,02/07/2025 07:33,-,0.99 dias,-,-,-,-
1804087,Concluído,atendimento@penetron.com.br,-,02/07/2025 07:33,-,-,-,-,-,-,-
1869631,Em preenchimento,-,-,05/08/2025 11:13,05/08/2025 11:13,-,0.0 dias,-,-,-,-
1869631,Aguardando Atendimento,-,-,05/08/2025 11:13,05/08/2025 11:28,-,0.01 dias,-,-,-,-
1869631,Concluído,atendimento@penetron.com.br,-,05/08/2025 11:28,-,-,-,-,-,-,-
1681218,Em preenchimento,-,-,28/04/2025 13:28,28/04/2025 13:29,-,0.0 dias,-,-,-,-
1681218,Concluído,-,-,28/04/2025 13:29,-,-,-,-,-,-,-
1369948,Em preenchimento,-,-,13/12/2024 14:07,14/12/2024 14:07,-,1.0 dias,-,-,-,-
1369948,Concluído,-,-,14/12/2024 14:07,-,-,-,-,-,-,-
1771369,Em preenchimento,-,-,12/06/2025 10:18,12/06/2025 15:02,-,0.2 dias,-,-,-,-
1771369,Concluído,atendimento@penetron.com.br,-,12/06/2025 15:02,-,-,-,-,-,-,-
1288045,Em preenchimento,-,-,31/10/2024 17:50,01/11/2024 17:51,-,1.0 dias,-,-,-,-
1288045,Concluído,-,-,01/11/2024 17:51,-,-,-,-,-,-,-
1279861,Em preenchimento,-,-,25/10/2024 09:22,29/10/2024 22:10,-,4.53 dias,-,-,-,-
1279861,ChatGPT Finalizado,admin,-,29/10/2024 22:10,29/10/2024 22:29,-,0.01 dias,-,-,-,-
1279861,Concluído,admin,-,29/10/2024 22:29,-,-,-,-,-,-,-
1271670,Em preenchimento,-,-,21/10/2024 11:07,21/10/2024 11:08,-,0.0 dias,-,-,-,-
1271670,Aguardando Atendimento,-,-,21/10/2024 11:08,23/10/2024 15:44,-,2.19 dias,-,-,-,-
1271670,ChatGPT Finalizado,comercial@penetron.com.br,-,23/10/2024 15:44,29/10/2024 22:30,-,6.28 dias,-,-,-,-
1271670,Concluído,admin,-,29/10/2024 22:30,-,-,-,-,-,-,-
1296257,Em preenchimento,-,-,06/11/2024 10:23,06/11/2024 10:23,-,0.0 dias,-,-,-,-
1296257,Concluído,-,-,06/11/2024 10:23,-,-,-,-,-,-,-
1492868,Em preenchimento,-,-,03/02/2025 13:58,03/02/2025 14:00,-,0.0 dias,-,-,-,-
1492868,Concluído,-,-,03/02/2025 14:00,-,-,-,-,-,-,-
1271686,Em preenchimento,-,-,21/10/2024 11:22,29/10/2024 22:02,-,8.44 dias,-,-,-,-
1271686,ChatGPT Finalizado,admin,-,29/10/2024 22:02,29/10/2024 22:30,-,0.02 dias,-,-,-,-
1271686,Concluído,admin,-,29/10/2024 22:30,-,-,-,-,-,-,-
1296278,Em preenchimento,-,-,06/11/2024 10:37,06/11/2024 12:26,-,0.08 dias,-,-,-,-
1296278,Concluído,comercial@penetron.com.br,-,06/11/2024 12:26,-,-,-,-,-,-,-
1722263,Em preenchimento,-,-,19/05/2025 09:37,19/05/2025 10:48,-,0.05 dias,-,-,-,-
1722263,Concluído,atendimento@penetron.com.br,-,19/05/2025 10:48,-,-,-,-,-,-,-
1640343,Em preenchimento,-,-,10/04/2025 11:36,10/04/2025 12:49,-,0.05 dias,-,-,-,-
1640343,Concluído,atendimento@penetron.com.br,-,10/04/2025 12:49,-,-,-,-,-,-,-
1271704,Em preenchimento,-,-,21/10/2024 11:32,21/10/2024 11:35,-,0.0 dias,-,-,-,-
1271704,ChatGPT Finalizado,-,-,21/10/2024 11:35,29/10/2024 22:30,-,8.46 dias,-,-,-,-
1271704,Concluído,admin,-,29/10/2024 22:30,-,-,-,-,-,-,-
1869727,Em preenchimento,-,-,05/08/2025 12:02,05/08/2025 12:13,-,0.01 dias,-,-,-,-
1869727,Aguardando Atendimento,-,-,05/08/2025 12:13,05/08/2025 15:20,-,0.13 dias,-,-,-,-
1869727,Concluído,atendimento@penetron.com.br,-,05/08/2025 15:20,-,-,-,-,-,-,-
1755044,Em preenchimento,-,-,04/06/2025 15:53,04/06/2025 15:56,-,0.0 dias,-,-,-,-
1755044,Concluído,-,-,04/06/2025 15:56,-,-,-,-,-,-,-
1681320,Em preenchimento,-,-,28/04/2025 14:16,28/04/2025 14:19,-,0.0 dias,-,-,-,-
1681320,Concluído,-,-,28/04/2025 14:19,-,-,-,-,-,-,-
1271724,Em preenchimento,-,-,21/10/2024 11:40,21/10/2024 11:55,-,0.01 dias,-,-,-,-
1271724,Aguardando Atendimento,-,-,21/10/2024 11:55,23/10/2024 15:44,-,2.16 dias,-,-,-,-
1271724,ChatGPT Finalizado,comercial@penetron.com.br,-,23/10/2024 15:44,29/10/2024 22:30,-,6.28 dias,-,-,-,-
1271724,Concluído,admin,-,29/10/2024 22:30,-,-,-,-,-,-,-
1509296,Em preenchimento,-,-,14/02/2025 11:10,14/02/2025 14:14,-,0.13 dias,-,-,-,-
1509296,ChatGPT Respondendo,atendimento@penetron.com.br,-,14/02/2025 14:14,14/02/2025 14:15,-,0.0 dias,-,-,-,-
1509296,Concluído,atendimento@penetron.com.br,-,14/02/2025 14:15,-,-,-,-,-,-,-
1271731,Em preenchimento,-,-,21/10/2024 11:44,29/10/2024 22:02,-,8.43 dias,-,-,-,-
1271731,ChatGPT Finalizado,admin,-,29/10/2024 22:02,29/10/2024 22:30,-,0.02 dias,-,-,-,-
1271731,Concluído,admin,-,29/10/2024 22:30,-,-,-,-,-,-,-
1591220,Em preenchimento,-,-,27/03/2025 15:10,27/03/2025 16:00,-,0.04 dias,-,-,-,-
1591220,Concluído,atendimento@penetron.com.br,-,27/03/2025 16:00,-,-,-,-,-,-,-
1787831,Em preenchimento,-,-,23/06/2025 09:01,24/06/2025 09:02,-,1.0 dias,-,-,-,-
1787831,Concluído,-,-,24/06/2025 09:02,-,-,-,-,-,-,-
1755066,Em preenchimento,-,-,04/06/2025 16:06,05/06/2025 14:58,-,0.95 dias,-,-,-,-
1755066,Concluído,atendimento@penetron.com.br,-,05/06/2025 14:58,-,-,-,-,-,-,-
1492933,Em preenchimento,-,-,03/02/2025 14:45,03/02/2025 14:46,-,0.0 dias,-,-,-,-
1492933,Concluído,-,-,03/02/2025 14:46,-,-,-,-,-,-,-
1492936,Em preenchimento,-,-,03/02/2025 14:46,03/02/2025 15:16,-,0.02 dias,-,-,-,-
1492936,Aguardando Atendimento,atendimento@penetron.com.br,-,03/02/2025 15:16,03/02/2025 15:21,-,0.0 dias,-,-,-,-
1492936,Concluído,atendimento@penetron.com.br,-,03/02/2025 15:21,-,-,-,-,-,-,-
1542096,Em preenchimento,-,-,05/03/2025 11:27,05/03/2025 14:55,-,0.14 dias,-,-,-,-
1542096,Concluído,atendimento@penetron.com.br,-,05/03/2025 14:55,-,-,-,-,-,-,-
1492945,Em preenchimento,-,-,03/02/2025 14:53,03/02/2025 15:22,-,0.02 dias,-,-,-,-
1492945,Concluído,atendimento@penetron.com.br,-,03/02/2025 15:22,-,-,-,-,-,-,-
1370066,Em preenchimento,-,-,13/12/2024 15:11,14/12/2024 15:11,-,1.0 dias,-,-,-,-
1370066,Concluído,-,-,14/12/2024 15:11,-,-,-,-,-,-,-
1484762,Em preenchimento,-,-,30/01/2025 16:23,30/01/2025 16:48,-,0.02 dias,-,-,-,-
1484762,Concluído,atendimento@penetron.com.br,-,30/01/2025 16:48,-,-,-,-,-,-,-
1681374,Em preenchimento,-,-,28/04/2025 14:31,28/04/2025 14:51,-,0.01 dias,-,-,-,-
1681374,Concluído,atendimento@penetron.com.br,-,28/04/2025 14:51,-,-,-,-,-,-,-
1558500,Em preenchimento,-,-,14/03/2025 10:52,14/03/2025 11:05,-,0.01 dias,-,-,-,-
1558500,Concluído,atendimento@penetron.com.br,-,14/03/2025 11:05,-,-,-,-,-,-,-
1787883,Em preenchimento,-,-,23/06/2025 09:32,23/06/2025 15:39,-,0.26 dias,-,-,-,-
1787883,Aguardando Atendimento,-,-,23/06/2025 15:39,24/06/2025 10:27,-,0.78 dias,-,-,-,-
1787883,Concluído,atendimento@penetron.com.br,-,24/06/2025 10:27,-,-,-,-,-,-,-
1558512,Em preenchimento,-,-,14/03/2025 10:55,14/03/2025 11:48,-,0.04 dias,-,-,-,-
1558512,Concluído,atendimento@penetron.com.br,-,14/03/2025 11:48,-,-,-,-,-,-,-
1566711,Em preenchimento,-,-,18/03/2025 13:47,18/03/2025 13:50,-,0.0 dias,-,-,-,-
1566711,Concluído,-,-,18/03/2025 13:50,-,-,-,-,-,-,-
1419263,Em preenchimento,-,-,10/01/2025 16:36,10/01/2025 16:37,-,0.0 dias,-,-,-,-
1419263,Concluído,-,-,10/01/2025 16:37,-,-,-,-,-,-,-
1337350,Em preenchimento,-,-,25/11/2024 13:45,25/11/2024 13:46,-,0.0 dias,-,-,-,-
1337350,Aguardando Atendimento,-,-,25/11/2024 13:46,26/11/2024 16:17,-,1.11 dias,-,-,-,-
1337350,Concluído,comercial@penetron.com.br,-,26/11/2024 16:17,-,-,-,-,-,-,-
1804303,Em preenchimento,-,-,01/07/2025 10:07,01/07/2025 15:01,-,0.2 dias,-,-,-,-
1804303,Concluído,atendimento@penetron.com.br,-,01/07/2025 15:01,-,-,-,-,-,-,-
1771542,Em preenchimento,-,-,12/06/2025 11:02,12/06/2025 13:07,-,0.09 dias,-,-,-,-
1771542,Concluído,atendimento@penetron.com.br,-,12/06/2025 13:07,-,-,-,-,-,-,-
1427481,Em preenchimento,-,-,14/01/2025 16:59,14/01/2025 17:03,-,0.0 dias,-,-,-,-
1427481,Aguardando Atendimento,-,-,14/01/2025 17:03,15/01/2025 07:52,-,0.62 dias,-,-,-,-
1427481,Concluído,atendimento@penetron.com.br,-,15/01/2025 07:52,-,-,-,-,-,-,-
1419289,Em preenchimento,-,-,10/01/2025 16:37,11/01/2025 16:38,-,1.0 dias,-,-,-,-
1419289,Concluído,-,-,11/01/2025 16:38,-,-,-,-,-,-,-
1771566,Em preenchimento,-,-,12/06/2025 11:20,12/06/2025 13:13,-,0.08 dias,-,-,-,-
1771566,Concluído,atendimento@penetron.com.br,-,12/06/2025 13:13,-,-,-,-,-,-,-
1738802,Em preenchimento,-,-,27/05/2025 08:24,27/05/2025 08:31,-,0.0 dias,-,-,-,-
1738802,Aguardando Atendimento,-,-,27/05/2025 08:31,27/05/2025 08:53,-,0.02 dias,-,-,-,-
1738802,Concluído,atendimento@penetron.com.br,-,27/05/2025 08:53,-,-,-,-,-,-,-
1714228,Em preenchimento,-,-,12/05/2025 13:43,12/05/2025 13:45,-,0.0 dias,-,-,-,-
1714228,Concluído,-,-,12/05/2025 13:45,-,-,-,-,-,-,-
1787963,Em preenchimento,-,-,23/06/2025 09:44,23/06/2025 09:44,-,0.0 dias,-,-,-,-
1787963,Aguardando Atendimento,-,-,23/06/2025 09:44,24/06/2025 09:42,-,1.0 dias,-,-,-,-
1787963,Concluído,atendimento@penetron.com.br,-,24/06/2025 09:42,-,-,-,-,-,-,-
1476677,Em preenchimento,-,-,28/01/2025 15:57,28/01/2025 16:04,-,0.01 dias,-,-,-,-
1476677,Concluído,atendimento@penetron.com.br,-,28/01/2025 16:04,-,-,-,-,-,-,-
1615942,Em preenchimento,-,-,03/04/2025 16:24,03/04/2025 16:24,-,0.0 dias,-,-,-,-
1615942,Aguardando Atendimento,-,-,03/04/2025 16:24,03/04/2025 16:25,-,0.0 dias,-,-,-,-
1615942,Concluído,admin-ale,-,03/04/2025 16:25,-,-,-,-,-,-,-
1771590,Em preenchimento,-,-,12/06/2025 11:40,12/06/2025 14:20,-,0.11 dias,-,-,-,-
1771590,Concluído,atendimento@penetron.com.br,-,12/06/2025 14:20,-,-,-,-,-,-,-
1665098,Em preenchimento,-,-,22/04/2025 11:21,22/04/2025 15:03,-,0.15 dias,-,-,-,-
1665098,Concluído,atendimento@penetron.com.br,-,22/04/2025 15:03,-,-,-,-,-,-,-
1665106,Em preenchimento,-,-,22/04/2025 11:24,22/04/2025 11:25,-,0.0 dias,-,-,-,-
1665106,Aguardando Atendimento,-,-,22/04/2025 11:25,22/04/2025 14:55,-,0.15 dias,-,-,-,-
1665106,Concluído,atendimento@penetron.com.br,-,22/04/2025 14:55,-,-,-,-,-,-,-
1632338,Em preenchimento,-,-,08/04/2025 12:48,08/04/2025 12:49,-,0.0 dias,-,-,-,-
1632338,Aguardando Atendimento,-,-,08/04/2025 12:49,08/04/2025 15:54,-,0.13 dias,-,-,-,-
1632338,Concluído,atendimento@penetron.com.br,-,08/04/2025 15:54,-,-,-,-,-,-,-
1558613,Em preenchimento,-,-,14/03/2025 11:42,14/03/2025 11:48,-,0.0 dias,-,-,-,-
1558613,Concluído,atendimento@penetron.com.br,-,14/03/2025 11:48,-,-,-,-,-,-,-
1296470,Em preenchimento,-,-,06/11/2024 11:59,06/11/2024 12:32,-,0.02 dias,-,-,-,-
1296470,Cancelado,comercial@penetron.com.br,-,06/11/2024 12:32,-,-,-,-,-,-,-
1869913,Em preenchimento,-,-,05/08/2025 14:00,05/08/2025 15:11,-,0.05 dias,-,-,-,-
1869913,Concluído,atendimento@penetron.com.br,-,05/08/2025 15:11,-,-,-,-,-,-,-
1673305,Em preenchimento,-,-,24/04/2025 15:48,24/04/2025 15:50,-,0.0 dias,-,-,-,-
1673305,Concluído,-,-,24/04/2025 15:50,-,-,-,-,-,-,-
1665117,Em preenchimento,-,-,22/04/2025 11:31,22/04/2025 13:29,-,0.08 dias,-,-,-,-
1665117,Concluído,atendimento@penetron.com.br,-,22/04/2025 13:29,-,-,-,-,-,-,-
1673314,Em preenchimento,-,-,24/04/2025 15:50,24/04/2025 16:00,-,0.01 dias,-,-,-,-
1673314,Concluído,-,-,24/04/2025 16:00,-,-,-,-,-,-,-
1419367,Em preenchimento,-,-,10/01/2025 16:49,11/01/2025 16:49,-,1.0 dias,-,-,-,-
1419367,Concluído,-,-,11/01/2025 16:49,-,-,-,-,-,-,-
1550440,Em preenchimento,-,-,11/03/2025 09:01,11/03/2025 09:03,-,0.0 dias,-,-,-,-
1550440,Concluído,-,-,11/03/2025 09:03,-,-,-,-,-,-,-
1452141,Em preenchimento,-,-,21/01/2025 16:29,21/01/2025 16:37,-,0.01 dias,-,-,-,-
1452141,Concluído,atendimento@penetron.com.br,-,21/01/2025 16:37,-,-,-,-,-,-,-
1869934,Em preenchimento,-,-,05/08/2025 14:13,05/08/2025 14:23,-,0.01 dias,-,-,-,-
1869934,Concluído,-,-,05/08/2025 14:23,-,-,-,-,-,-,-
1427565,Em preenchimento,-,-,14/01/2025 17:38,15/01/2025 09:21,-,0.66 dias,-,-,-,-
1427565,Concluído,atendimento@penetron.com.br,-,15/01/2025 09:21,-,-,-,-,-,-,-
1411181,Em preenchimento,-,-,06/01/2025 09:07,06/01/2025 09:08,-,0.0 dias,-,-,-,-
1411181,Aguardando Atendimento,-,-,06/01/2025 09:08,06/01/2025 09:13,-,0.0 dias,-,-,-,-
1411181,Concluído,comercial@penetron.com.br,-,06/01/2025 09:13,-,-,-,-,-,-,-
1665139,Em preenchimento,-,-,22/04/2025 11:40,22/04/2025 11:43,-,0.0 dias,-,-,-,-
1665139,Aguardando Atendimento,-,-,22/04/2025 11:43,22/04/2025 13:01,-,0.05 dias,-,-,-,-
1665139,Concluído,atendimento@penetron.com.br,-,22/04/2025 13:01,-,-,-,-,-,-,-
1689722,Em preenchimento,-,-,30/04/2025 16:59,30/04/2025 17:00,-,0.0 dias,-,-,-,-
1689722,Aguardando Atendimento,-,-,30/04/2025 17:00,02/05/2025 07:25,-,1.6 dias,-,-,-,-
1689722,Concluído,atendimento@penetron.com.br,-,02/05/2025 07:25,-,-,-,-,-,-,-
1615995,Em preenchimento,-,-,03/04/2025 16:25,03/04/2025 16:26,-,0.0 dias,-,-,-,-
1615995,Concluído,admin-ale,-,03/04/2025 16:26,-,-,-,-,-,-,-
1673345,Em preenchimento,-,-,24/04/2025 16:04,24/04/2025 16:06,-,0.0 dias,-,-,-,-
1673345,Concluído,-,-,24/04/2025 16:06,-,-,-,-,-,-,-
1861763,Em preenchimento,-,-,29/07/2025 08:59,29/07/2025 09:51,-,0.04 dias,-,-,-,-
1861763,Concluído,atendimento@penetron.com.br,-,29/07/2025 09:51,-,-,-,-,-,-,-
1837189,Em preenchimento,-,-,17/07/2025 10:20,17/07/2025 13:32,-,0.13 dias,-,-,-,-
1837189,Concluído,atendimento@penetron.com.br,-,17/07/2025 13:32,-,-,-,-,-,-,-
1869960,Em preenchimento,-,-,05/08/2025 14:24,05/08/2025 14:43,-,0.01 dias,-,-,-,-
1869960,Concluído,atendimento@penetron.com.br,-,05/08/2025 14:43,-,-,-,-,-,-,-
1583242,Em preenchimento,-,-,26/03/2025 10:04,26/03/2025 11:14,-,0.05 dias,-,-,-,-
1583242,Concluído,atendimento@penetron.com.br,-,26/03/2025 11:14,-,-,-,-,-,-,-
1616011,Em preenchimento,-,-,03/04/2025 16:26,03/04/2025 16:27,-,0.0 dias,-,-,-,-
1616011,Cancelado,admin-ale,-,03/04/2025 16:27,-,-,-,-,-,-,-
1632403,Em preenchimento,-,-,08/04/2025 12:58,08/04/2025 15:53,-,0.12 dias,-,-,-,-
1632403,Concluído,atendimento@penetron.com.br,-,08/04/2025 15:53,-,-,-,-,-,-,-
1550486,Em preenchimento,-,-,11/03/2025 09:35,11/03/2025 16:45,-,0.3 dias,-,-,-,-
1550486,Concluído,atendimento@penetron.com.br,-,11/03/2025 16:45,-,-,-,-,-,-,-
1411224,Em preenchimento,-,-,06/01/2025 09:33,07/01/2025 09:34,-,1.0 dias,-,-,-,-
1411224,Concluído,-,-,07/01/2025 09:34,-,-,-,-,-,-,-
1665181,Em preenchimento,-,-,22/04/2025 11:58,22/04/2025 13:57,-,0.08 dias,-,-,-,-
1665181,Concluído,atendimento@penetron.com.br,-,22/04/2025 13:57,-,-,-,-,-,-,-
1329309,Em preenchimento,-,-,21/11/2024 15:51,21/11/2024 15:55,-,0.0 dias,-,-,-,-
1329309,Aguardando Atendimento,-,-,21/11/2024 15:55,25/11/2024 08:51,-,3.71 dias,-,-,-,-
1329309,Concluído,comercial@penetron.com.br,-,25/11/2024 08:51,-,-,-,-,-,-,-
1616032,Em preenchimento,-,-,03/04/2025 16:27,03/04/2025 16:31,-,0.0 dias,-,-,-,-
1616032,Concluído,admin-ale,-,03/04/2025 16:31,-,-,-,-,-,-,-
1738916,Em preenchimento,-,-,27/05/2025 09:33,27/05/2025 09:35,-,0.0 dias,-,-,-,-
1738916,Aguardando Atendimento,-,-,27/05/2025 09:35,27/05/2025 09:54,-,0.01 dias,-,-,-,-
1738916,Concluído,atendimento@penetron.com.br,-,27/05/2025 09:54,-,-,-,-,-,-,-
1312935,Em preenchimento,-,-,13/11/2024 09:53,13/11/2024 09:54,-,0.0 dias,-,-,-,-
1312935,Aguardando Atendimento,-,-,13/11/2024 09:54,13/11/2024 12:43,-,0.12 dias,-,-,-,-
1312935,Concluído,comercial@penetron.com.br,-,13/11/2024 12:43,-,-,-,-,-,-,-
1378473,Em preenchimento,-,-,18/12/2024 17:33,18/12/2024 17:40,-,0.0 dias,-,-,-,-
1378473,Concluído,-,-,18/12/2024 17:40,-,-,-,-,-,-,-
1509547,Em preenchimento,-,-,14/02/2025 13:33,14/02/2025 13:35,-,0.0 dias,-,-,-,-
1509547,Aguardando Atendimento,-,-,14/02/2025 13:35,14/02/2025 13:57,-,0.02 dias,-,-,-,-
1509547,Concluído,atendimento@penetron.com.br,-,14/02/2025 13:57,-,-,-,-,-,-,-
1509548,Em preenchimento,-,-,14/02/2025 13:33,14/02/2025 13:35,-,0.0 dias,-,-,-,-
1509548,Concluído,-,-,14/02/2025 13:35,-,-,-,-,-,-,-
1468592,Em preenchimento,-,-,27/01/2025 09:00,27/01/2025 09:27,-,0.02 dias,-,-,-,-
1468592,Concluído,atendimento@penetron.com.br,-,27/01/2025 09:27,-,-,-,-,-,-,-
1804466,Em preenchimento,-,-,01/07/2025 10:34,01/07/2025 15:33,-,0.21 dias,-,-,-,-
1804466,Concluído,atendimento@penetron.com.br,-,01/07/2025 15:33,-,-,-,-,-,-,-
1648818,Em preenchimento,-,-,14/04/2025 11:58,14/04/2025 12:05,-,0.0 dias,-,-,-,-
1648818,Aguardando Atendimento,-,-,14/04/2025 12:05,14/04/2025 12:59,-,0.04 dias,-,-,-,-
1648818,Concluído,atendimento@penetron.com.br,-,14/04/2025 12:59,-,-,-,-,-,-,-
1272002,Em preenchimento,-,-,21/10/2024 14:23,21/10/2024 14:25,-,0.0 dias,-,-,-,-
1272002,ChatGPT Finalizado,-,-,21/10/2024 14:25,29/10/2024 22:30,-,8.34 dias,-,-,-,-
1272002,Concluído,admin,-,29/10/2024 22:30,-,-,-,-,-,-,-
1673411,Em preenchimento,-,-,24/04/2025 16:29,24/04/2025 16:49,-,0.01 dias,-,-,-,-
1673411,Concluído,atendimento@penetron.com.br,-,24/04/2025 16:49,-,-,-,-,-,-,-
1509572,Em preenchimento,-,-,14/02/2025 13:48,14/02/2025 13:50,-,0.0 dias,-,-,-,-
1509572,Aguardando Atendimento,-,-,14/02/2025 13:50,14/02/2025 14:03,-,0.01 dias,-,-,-,-
1509572,Concluído,atendimento@penetron.com.br,-,14/02/2025 14:03,-,-,-,-,-,-,-
1476806,Em preenchimento,-,-,28/01/2025 17:04,29/01/2025 08:05,-,0.63 dias,-,-,-,-
1476806,Concluído,atendimento@penetron.com.br,-,29/01/2025 08:05,-,-,-,-,-,-,-
1738959,Em preenchimento,-,-,27/05/2025 09:42,27/05/2025 09:44,-,0.0 dias,-,-,-,-
1738959,Concluído,-,-,27/05/2025 09:44,-,-,-,-,-,-,-
1665238,Em preenchimento,-,-,22/04/2025 12:15,22/04/2025 12:16,-,0.0 dias,-,-,-,-
1665238,Concluído,-,-,22/04/2025 12:16,-,-,-,-,-,-,-
1665239,Em preenchimento,-,-,22/04/2025 12:16,22/04/2025 12:22,-,0.0 dias,-,-,-,-
1665239,Concluído,-,-,22/04/2025 12:22,-,-,-,-,-,-,-
1804518,Em preenchimento,-,-,01/07/2025 10:50,01/07/2025 10:52,-,0.0 dias,-,-,-,-
1804518,Concluído,-,-,01/07/2025 10:52,-,-,-,-,-,-,-
1435900,Em preenchimento,-,-,16/01/2025 14:52,16/01/2025 14:55,-,0.0 dias,-,-,-,-
1435900,Concluído,-,-,16/01/2025 14:55,-,-,-,-,-,-,-
1329410,Em preenchimento,-,-,21/11/2024 16:02,21/11/2024 16:07,-,0.0 dias,-,-,-,-
1329410,Aguardando Atendimento,-,-,21/11/2024 16:07,22/11/2024 16:12,-,1.0 dias,-,-,-,-
1329410,Concluído,comercial@penetron.com.br,-,22/11/2024 16:12,-,-,-,-,-,-,-
1804547,Em preenchimento,-,-,01/07/2025 10:58,01/07/2025 15:21,-,0.18 dias,-,-,-,-
1804547,Concluído,atendimento@penetron.com.br,-,01/07/2025 15:21,-,-,-,-,-,-,-
1739025,Em preenchimento,-,-,27/05/2025 10:08,27/05/2025 10:14,-,0.0 dias,-,-,-,-
1739025,Concluído,atendimento@penetron.com.br,-,27/05/2025 10:14,-,-,-,-,-,-,-
1272081,Em preenchimento,-,-,21/10/2024 14:32,21/10/2024 14:33,-,0.0 dias,-,-,-,-
1272081,ChatGPT Finalizado,-,-,21/10/2024 14:33,29/10/2024 22:30,-,8.33 dias,-,-,-,-
1272081,Concluído,admin,-,29/10/2024 22:30,-,-,-,-,-,-,-
1616155,Em preenchimento,-,-,03/04/2025 16:31,03/04/2025 16:43,-,0.01 dias,-,-,-,-
1616155,Concluído,admin-ale,-,03/04/2025 16:43,-,-,-,-,-,-,-
1550635,Em preenchimento,-,-,11/03/2025 10:21,11/03/2025 10:40,-,0.01 dias,-,-,-,-
1550635,Concluído,atendimento@penetron.com.br,-,11/03/2025 10:40,-,-,-,-,-,-,-
1698092,Em preenchimento,-,-,05/05/2025 10:04,05/05/2025 13:07,-,0.13 dias,-,-,-,-
1698092,Concluído,atendimento@penetron.com.br,-,05/05/2025 13:07,-,-,-,-,-,-,-
1280302,Em preenchimento,-,-,25/10/2024 11:51,29/10/2024 22:10,-,4.43 dias,-,-,-,-
