ID da Ordem,Etapa,Código do Status,Modificado por,SLA,Data do Evento,Data Início Execução,Data Final Execução,Prazo Máximo,Duração Total,Duração Útil,Status SLA,Excedido Total (min),Excedido Útil (min)
1867135,Vendedor - Nova Encomenda,1,-,-,2025-08-02 13:46:35,02/08/2025 13:46,-,-,-,-,-,-,-
1867129,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 22:32:06,04/08/2025 22:32,-,-,-,-,-,-,-
1867106,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 14:03:56,04/08/2025 14:03,-,-,-,-,-,-,-
1867099,Entregas Finalizadas Manaus,6,-,-,2025-08-04 20:28:42,04/08/2025 20:28,-,-,-,-,-,-,-
1867087,Entregas Finalizadas Manaus,6,-,-,2025-08-02 14:30:01,02/08/2025 14:30,-,-,-,-,-,-,-
1867078,Entregas Finalizadas Manaus,6,-,-,2025-08-04 18:37:06,04/08/2025 18:37,-,-,-,-,-,-,-
1867070,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-03 09:53:47,03/08/2025 09:53,-,-,-,-,-,-,-
1867068,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 12:42:30,02/08/2025 12:42,-,-,-,-,-,-,-
1867065,Vendedor - Nova Encomenda,1,-,-,2025-08-02 11:43:19,02/08/2025 11:43,-,-,-,-,-,-,-
1867057,Entregas Finalizadas Manaus,6,-,-,2025-08-02 14:53:19,02/08/2025 14:53,-,-,-,-,-,-,-
1867038,Entregas Finalizadas Manaus,6,-,-,2025-08-04 18:07:56,04/08/2025 18:07,-,-,-,-,-,-,-
1867035,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 13:33:10,02/08/2025 13:33,-,-,-,-,-,-,-
1867032,Vendedor - Nova Encomenda,1,-,-,2025-08-02 11:00:43,02/08/2025 11:00,-,-,-,-,-,-,-
1867025,Vendedor - Nova Encomenda,1,-,-,2025-08-02 10:48:26,02/08/2025 10:48,-,-,-,-,-,-,-
1867015,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-02 11:56:41,02/08/2025 11:56,-,02/08/2025 11:56,-,-,-,-,-
1867012,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:31:48,05/08/2025 23:31,-,-,-,-,-,-,-
1867008,Entregas Finalizadas Manaus,6,-,-,2025-08-02 13:46:18,02/08/2025 13:46,-,-,-,-,-,-,-
1867003,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 15:32:28,04/08/2025 15:32,-,-,-,-,-,-,-
1867000,Entregas Finalizadas Manaus,6,-,-,2025-08-02 15:07:41,02/08/2025 15:07,-,-,-,-,-,-,-
1866998,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 13:56:55,02/08/2025 13:56,-,-,-,-,-,-,-
1866995,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 15:54:37,04/08/2025 15:54,-,-,-,-,-,-,-
1866992,Vendedor - Nova Encomenda,1,-,-,2025-08-02 10:15:00,02/08/2025 10:15,-,-,-,-,-,-,-
1866986,Vendedor - Nova Encomenda,1,-,-,2025-08-02 10:03:02,02/08/2025 10:03,-,-,-,-,-,-,-
1866977,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 22:50:37,04/08/2025 22:50,-,-,-,-,-,-,-
1866884,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 17:57:04,04/08/2025 17:57,-,-,-,-,-,-,-
1866872,Vendedor - Nova Encomenda,1,-,-,2025-08-01 22:16:00,01/08/2025 22:16,-,-,-,-,-,-,-
1866871,Vendedor - Nova Encomenda,1,-,-,2025-08-01 22:15:58,01/08/2025 22:15,-,-,-,-,-,-,-
1866731,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-02 11:30:54,02/08/2025 11:30,-,02/08/2025 11:30,-,-,-,-,-
1866703,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 16:52:55,02/08/2025 16:52,-,-,-,-,-,-,-
1866669,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 16:55:13,02/08/2025 16:55,-,-,-,-,-,-,-
1866666,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 17:00:14,02/08/2025 17:00,-,-,-,-,-,-,-
1866657,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 15:40:31,04/08/2025 15:40,-,-,-,-,-,-,-
1866632,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 22:24:32,04/08/2025 22:24,-,-,-,-,-,-,-
1866630,Vendedor - Nova Encomenda,1,-,-,2025-08-01 16:50:51,01/08/2025 16:50,-,-,-,-,-,-,-
1866622,Vendedor - Nova Encomenda,1,-,-,2025-08-01 16:43:52,01/08/2025 16:43,-,-,-,-,-,-,-
1866614,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 16:00:44,04/08/2025 16:00,-,-,-,-,-,-,-
1866596,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 13:57:53,04/08/2025 13:57,-,-,-,-,-,-,-
1866583,Vendedor - Nova Encomenda,1,-,-,2025-08-01 16:25:50,01/08/2025 16:25,-,-,-,-,-,-,-
1866567,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 18:27:06,02/08/2025 18:27,-,-,-,-,-,-,-
1866525,Vendedor - Nova Encomenda,1,-,-,2025-08-01 15:56:55,01/08/2025 15:56,-,-,-,-,-,-,-
1866523,Entregas Finalizadas Manaus,6,-,-,2025-08-01 17:19:20,01/08/2025 17:19,-,-,-,-,-,-,-
1866513,Entregas Finalizadas Manaus,6,-,-,2025-08-01 19:50:13,01/08/2025 19:50,-,-,-,-,-,-,-
1866506,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 15:56:20,04/08/2025 15:56,-,-,-,-,-,-,-
1866504,Entregas Finalizadas Manaus,6,-,-,2025-08-01 17:02:34,01/08/2025 17:02,-,-,-,-,-,-,-
1866495,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 14:16:14,04/08/2025 14:16,-,-,-,-,-,-,-
1866488,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:03:58,01/08/2025 23:03,-,-,-,-,-,-,-
1866477,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:39:48,01/08/2025 22:39,-,-,-,-,-,-,-
1866465,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-01 16:05:22,01/08/2025 16:05,-,01/08/2025 16:05,-,-,-,-,-
1866456,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:10:56,01/08/2025 23:10,-,-,-,-,-,-,-
1866449,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 23:00:53,04/08/2025 23:00,-,-,-,-,-,-,-
1866440,Entregas Finalizadas Manaus,6,-,-,2025-08-01 17:36:17,01/08/2025 17:36,-,-,-,-,-,-,-
1866434,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 13:36:47,04/08/2025 13:36,-,-,-,-,-,-,-
1866418,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 18:25:22,02/08/2025 18:25,-,-,-,-,-,-,-
1866413,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 13:35:04,04/08/2025 13:35,-,-,-,-,-,-,-
1866410,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:27:44,01/08/2025 23:27,-,-,-,-,-,-,-
1866387,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 17:58:11,01/08/2025 17:58,-,-,-,-,-,-,-
1866374,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:52:18,01/08/2025 22:52,-,-,-,-,-,-,-
1866360,Entregas Finalizadas Manaus,6,-,-,2025-08-01 20:09:42,01/08/2025 20:09,-,-,-,-,-,-,-
1866347,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:02:23,01/08/2025 23:02,-,-,-,-,-,-,-
1866332,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:17:37,01/08/2025 23:17,-,-,-,-,-,-,-
1866322,Entregas Finalizadas Manaus,6,-,-,2025-08-01 17:04:30,01/08/2025 17:04,-,-,-,-,-,-,-
1866317,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 17:04:35,02/08/2025 17:04,-,-,-,-,-,-,-
1866305,Vendedor - Nova Encomenda,1,-,-,2025-08-01 14:10:40,01/08/2025 14:10,-,-,-,-,-,-,-
1866301,Entregas Finalizadas Manaus,6,-,-,2025-08-01 18:30:16,01/08/2025 18:30,-,-,-,-,-,-,-
1866293,Entregas Finalizadas Manaus,6,-,-,2025-08-01 18:33:34,01/08/2025 18:33,-,-,-,-,-,-,-
1866291,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:05:43,01/08/2025 23:05,-,-,-,-,-,-,-
1866284,Entregas Finalizadas Manaus,6,-,-,2025-08-01 18:51:00,01/08/2025 18:51,-,-,-,-,-,-,-
1866272,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 16:38:49,05/08/2025 16:38,-,-,-,-,-,-,-
1866262,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 16:47:40,02/08/2025 16:47,-,-,-,-,-,-,-
1866255,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:27:00,01/08/2025 22:27,-,-,-,-,-,-,-
1866234,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 10:17:52,04/08/2025 10:17,-,-,-,-,-,-,-
1866227,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 13:40:37,05/08/2025 13:40,-,-,-,-,-,-,-
1866216,Entregas Finalizadas Manaus,6,-,-,2025-08-01 19:54:48,01/08/2025 19:54,-,-,-,-,-,-,-
1866212,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:16:10,01/08/2025 23:16,-,-,-,-,-,-,-
1866206,Entregas Finalizadas Manaus,6,-,-,2025-08-01 17:26:33,01/08/2025 17:26,-,-,-,-,-,-,-
1866202,Vendedor - Nova Encomenda,1,-,-,2025-08-01 12:54:15,01/08/2025 12:54,-,-,-,-,-,-,-
1866195,Entregas Finalizadas Manaus,6,-,-,2025-08-01 14:37:28,01/08/2025 14:37,-,-,-,-,-,-,-
1866194,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:29:21,01/08/2025 22:29,-,-,-,-,-,-,-
1866187,Entregas Finalizadas Manaus,6,-,-,2025-08-01 18:17:22,01/08/2025 18:17,-,-,-,-,-,-,-
1866167,Vendedor - Nova Encomenda,1,-,-,2025-08-01 12:41:51,01/08/2025 12:41,-,-,-,-,-,-,-
1866154,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 12:45:21,02/08/2025 12:45,-,-,-,-,-,-,-
1866137,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:55:06,01/08/2025 22:55,-,-,-,-,-,-,-
1866134,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 22:39:43,04/08/2025 22:39,-,-,-,-,-,-,-
1866127,Entregas Finalizadas Manaus,6,-,-,2025-08-01 17:43:07,01/08/2025 17:43,-,-,-,-,-,-,-
1866121,Vendedor - Nova Encomenda,1,-,-,2025-08-01 12:12:04,01/08/2025 12:12,-,-,-,-,-,-,-
1866117,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 16:34:11,02/08/2025 16:34,-,-,-,-,-,-,-
1866104,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-01 17:03:51,01/08/2025 17:03,-,01/08/2025 17:03,-,-,-,-,-
1866095,Vendedor - Nova Encomenda,1,-,-,2025-08-01 11:58:44,01/08/2025 11:58,-,-,-,-,-,-,-
1866055,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:23:55,01/08/2025 23:23,-,-,-,-,-,-,-
1866049,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 17:03:02,01/08/2025 17:03,-,-,-,-,-,-,-
1866041,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 13:55:05,02/08/2025 13:55,-,-,-,-,-,-,-
1866038,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 17:02:37,01/08/2025 17:02,-,-,-,-,-,-,-
1866032,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:20:29,01/08/2025 23:20,-,-,-,-,-,-,-
1866005,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:34:27,01/08/2025 23:34,-,-,-,-,-,-,-
1866001,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 15:59:32,04/08/2025 15:59,-,-,-,-,-,-,-
1865979,Entregas Finalizadas Manaus,6,-,-,2025-08-01 17:56:12,01/08/2025 17:56,-,-,-,-,-,-,-
1865971,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:48:58,01/08/2025 22:48,-,-,-,-,-,-,-
1865948,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 14:14:48,05/08/2025 14:14,-,-,-,-,-,-,-
1865934,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 16:49:25,02/08/2025 16:49,-,-,-,-,-,-,-
1865922,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 17:43:13,01/08/2025 17:43,-,-,-,-,-,-,-
1865918,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 16:50:54,02/08/2025 16:50,-,-,-,-,-,-,-
1865905,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 23:07:36,01/08/2025 23:07,-,-,-,-,-,-,-
1865899,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 17:49:38,01/08/2025 17:49,-,-,-,-,-,-,-
1865895,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 13:33:27,04/08/2025 13:33,-,-,-,-,-,-,-
1865889,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 10:21:23,04/08/2025 10:21,-,-,-,-,-,-,-
1865847,Entregas Finalizadas Manaus,6,-,-,2025-08-01 18:15:35,01/08/2025 18:15,-,-,-,-,-,-,-
1865785,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:19:22,01/08/2025 22:19,-,-,-,-,-,-,-
1865780,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:02:53,01/08/2025 22:02,-,-,-,-,-,-,-
1865770,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 19:19:22,07/08/2025 19:19,-,-,-,-,-,-,-
1865768,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:41:52,01/08/2025 22:41,-,-,-,-,-,-,-
1865762,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 14:07:42,01/08/2025 14:07,-,-,-,-,-,-,-
1865754,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:33:05,01/08/2025 22:33,-,-,-,-,-,-,-
1865739,Entregas Finalizadas Manaus,6,-,-,2025-08-01 14:54:57,01/08/2025 14:54,-,-,-,-,-,-,-
1865737,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 21:23:53,01/08/2025 21:23,-,-,-,-,-,-,-
1865731,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 22:21:44,01/08/2025 22:21,-,-,-,-,-,-,-
1865729,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-02 16:22:50,02/08/2025 16:22,-,-,-,-,-,-,-
1865720,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 17:46:36,01/08/2025 17:46,-,-,-,-,-,-,-
1865691,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-05 23:49:40,05/08/2025 23:49,-,-,-,-,-,-,-
1865588,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-04 22:18:11,04/08/2025 22:18,-,-,-,-,-,-,-
1865563,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-01 21:30:23,01/08/2025 21:30,-,-,-,-,-,-,-
