ID da Ordem,Etapa,Modificado por,SLA,Data Início Execução,Data Final Execução,Prazo Máximo,Duração Total,Duração Útil,Status SLA,Excedido Total (min),Excedido Útil (min)
1719298,Implantação,michel.vieira@nava.com.br,-,21/07/2025 09:59,21/07/2025 18:26,-,0.35 dias,-,-,-,-
1719298,Encerrados (Ativos e Cancelados),michel.vieira@nava.com.br,-,21/07/2025 18:26,-,-,-,-,-,-,-
1273070,Viabilidade,-,-,21/10/2024 22:33,21/10/2024 22:33,-,0.0 dias,-,-,-,-
1273070,Comercial,carlos@zapform.com.br,-,21/10/2024 22:33,-,-,-,-,-,-,-
1293327,Viabilidade,-,-,04/11/2024 13:29,04/11/2024 13:29,-,0.0 dias,-,-,-,-
1293327,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 13:29,17/12/2024 15:01,-,43.06 dias,-,-,-,-
1293327,Encerrados (Ativos e Cancelados),integracao-douglas,-,17/12/2024 15:01,-,-,-,-,-,-,-
1293328,Viabilidade,-,-,04/11/2024 13:29,04/11/2024 13:29,-,0.0 dias,-,-,-,-
1293328,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 13:29,17/12/2024 14:56,-,43.06 dias,-,-,-,-
1293328,Encerrados (Ativos e Cancelados),integracao-douglas,-,17/12/2024 14:56,-,-,-,-,-,-,-
1293329,Viabilidade,-,-,04/11/2024 13:29,04/11/2024 13:29,-,0.0 dias,-,-,-,-
1293329,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 13:29,04/02/2025 10:52,-,91.89 dias,-,-,-,-
1293329,Implantação,celiene.pinho@nava.com.br,-,04/02/2025 10:52,-,-,-,-,-,-,-
1293330,Viabilidade,-,-,04/11/2024 13:29,04/11/2024 13:29,-,0.0 dias,-,-,-,-
1293330,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 13:29,-,-,-,-,-,-,-
1752084,Viabilidade,-,-,02/06/2025 12:42,02/06/2025 12:46,-,0.0 dias,-,-,-,-
1752084,Suprimentos,fabiano.uoya@nava.com.br,-,02/06/2025 12:46,20/06/2025 11:45,-,17.96 dias,-,-,-,-
1752084,Implantação,anny.araujo@nava.com.br,-,20/06/2025 11:45,27/06/2025 11:24,-,6.99 dias,-,-,-,-
1752084,Encerrados (Ativos e Cancelados),danilo.santana@nava.com.br,-,27/06/2025 11:24,-,-,-,-,-,-,-
1686552,Viabilidade,-,-,29/04/2025 16:05,13/05/2025 12:23,-,13.85 dias,-,-,-,-
1686552,Comercial,fabiano.uoya@nava.com.br,-,13/05/2025 12:23,-,-,-,-,-,-,-
1686553,Viabilidade,-,-,29/04/2025 16:05,13/05/2025 12:24,-,13.85 dias,-,-,-,-
1686553,Comercial,fabiano.uoya@nava.com.br,-,13/05/2025 12:24,-,-,-,-,-,-,-
1686554,Viabilidade,-,-,29/04/2025 16:05,13/05/2025 15:19,-,13.97 dias,-,-,-,-
1686554,Comercial,fabiano.uoya@nava.com.br,-,13/05/2025 15:19,-,-,-,-,-,-,-
1686555,Viabilidade,-,-,29/04/2025 16:05,16/07/2025 08:55,-,77.7 dias,-,-,-,-
1686555,Comercial,lucass.ramos@nava.com.br,-,16/07/2025 08:55,-,-,-,-,-,-,-
1686556,Viabilidade,-,-,29/04/2025 16:05,13/05/2025 12:27,-,13.85 dias,-,-,-,-
1686556,Comercial,fabiano.uoya@nava.com.br,-,13/05/2025 12:27,-,-,-,-,-,-,-
1686557,Viabilidade,-,-,29/04/2025 16:05,16/07/2025 08:56,-,77.7 dias,-,-,-,-
1686557,Comercial,lucass.ramos@nava.com.br,-,16/07/2025 08:56,-,-,-,-,-,-,-
1273072,Viabilidade,-,-,21/10/2024 22:33,21/10/2024 22:33,-,0.0 dias,-,-,-,-
1273072,Comercial,carlos@zapform.com.br,-,21/10/2024 22:33,-,-,-,-,-,-,-
1686560,Viabilidade,-,-,29/04/2025 16:05,13/05/2025 12:29,-,13.85 dias,-,-,-,-
1686560,Comercial,fabiano.uoya@nava.com.br,-,13/05/2025 12:29,-,-,-,-,-,-,-
1752097,Viabilidade,-,-,02/06/2025 12:49,02/06/2025 12:54,-,0.0 dias,-,-,-,-
1752097,Suprimentos,fabiano.uoya@nava.com.br,-,02/06/2025 12:54,20/06/2025 11:47,-,17.95 dias,-,-,-,-
1752097,Implantação,anny.araujo@nava.com.br,-,20/06/2025 11:47,23/06/2025 09:38,-,2.91 dias,-,-,-,-
1752097,Pendência do Cliente,danilo.santana@nava.com.br,-,23/06/2025 09:38,04/08/2025 14:52,-,42.22 dias,-,-,-,-
1752097,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,04/08/2025 14:52,-,-,-,-,-,-,-
1686562,Viabilidade,-,-,29/04/2025 16:05,13/05/2025 12:30,-,13.85 dias,-,-,-,-
1686562,Comercial,fabiano.uoya@nava.com.br,-,13/05/2025 12:30,-,-,-,-,-,-,-
1686563,Viabilidade,-,-,29/04/2025 16:05,13/05/2025 12:31,-,13.85 dias,-,-,-,-
1686563,Comercial,fabiano.uoya@nava.com.br,-,13/05/2025 12:31,-,-,-,-,-,-,-
1686564,Viabilidade,-,-,29/04/2025 16:05,16/07/2025 10:21,-,77.76 dias,-,-,-,-
1686564,Comercial,lucass.ramos@nava.com.br,-,16/07/2025 10:21,05/08/2025 14:58,-,20.19 dias,-,-,-,-
1686564,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,05/08/2025 14:58,-,-,-,-,-,-,-
1686565,Viabilidade,-,-,29/04/2025 16:05,16/07/2025 10:18,-,77.76 dias,-,-,-,-
1686565,Comercial,lucass.ramos@nava.com.br,-,16/07/2025 10:18,05/08/2025 14:58,-,20.19 dias,-,-,-,-
1686565,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,05/08/2025 14:58,-,-,-,-,-,-,-
1686561,Viabilidade,-,-,29/04/2025 16:05,16/07/2025 10:22,-,77.76 dias,-,-,-,-
1686561,Comercial,lucass.ramos@nava.com.br,-,16/07/2025 10:22,05/08/2025 14:58,-,20.19 dias,-,-,-,-
1686561,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,05/08/2025 14:58,-,-,-,-,-,-,-
1686567,Viabilidade,-,-,29/04/2025 16:05,16/07/2025 10:17,-,77.76 dias,-,-,-,-
1686567,Comercial,lucass.ramos@nava.com.br,-,16/07/2025 10:17,05/08/2025 15:03,-,20.2 dias,-,-,-,-
1686567,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,05/08/2025 15:03,-,-,-,-,-,-,-
1686568,Viabilidade,-,-,29/04/2025 16:05,13/05/2025 12:32,-,13.85 dias,-,-,-,-
1686568,Comercial,fabiano.uoya@nava.com.br,-,13/05/2025 12:32,-,-,-,-,-,-,-
1686569,Viabilidade,-,-,29/04/2025 16:05,13/05/2025 12:33,-,13.85 dias,-,-,-,-
1686569,Comercial,fabiano.uoya@nava.com.br,-,13/05/2025 12:33,-,-,-,-,-,-,-
1686570,Viabilidade,-,-,29/04/2025 16:05,13/05/2025 12:34,-,13.85 dias,-,-,-,-
1686570,Comercial,fabiano.uoya@nava.com.br,-,13/05/2025 12:34,-,-,-,-,-,-,-
1752107,Viabilidade,-,-,02/06/2025 12:55,02/06/2025 12:55,-,0.0 dias,-,-,-,-
1752107,Implantação,fabiano.uoya@nava.com.br,-,02/06/2025 12:55,02/06/2025 12:55,-,0.0 dias,-,-,-,-
1752107,Viabilidade,fabiano.uoya@nava.com.br,-,02/06/2025 12:55,02/06/2025 13:00,-,0.0 dias,-,-,-,-
1752107,Suprimentos,fabiano.uoya@nava.com.br,-,02/06/2025 13:00,20/06/2025 11:48,-,17.95 dias,-,-,-,-
1752107,Encerrados (Ativos e Cancelados),anny.araujo@nava.com.br,-,20/06/2025 11:48,-,-,-,-,-,-,-
1719345,Viabilidade,-,-,15/05/2025 17:12,15/05/2025 17:13,-,0.0 dias,-,-,-,-
1719345,Lixeira,admin-ale,-,15/05/2025 17:13,-,-,-,-,-,-,-
1719346,Viabilidade,-,-,15/05/2025 17:13,15/05/2025 17:15,-,0.0 dias,-,-,-,-
1719346,Comercial,admin-ale,-,15/05/2025 17:15,15/05/2025 17:16,-,0.0 dias,-,-,-,-
1719346,Solicitação de Contratação,admin-ale,-,15/05/2025 17:16,15/05/2025 17:17,-,0.0 dias,-,-,-,-
1719346,Suprimentos,admin-ale,-,15/05/2025 17:17,15/05/2025 17:36,-,0.01 dias,-,-,-,-
1719346,Cancelamento em Andamento,admin-ale,-,15/05/2025 17:36,15/05/2025 17:36,-,0.0 dias,-,-,-,-
1719346,Lixeira,admin-ale,-,15/05/2025 17:36,-,-,-,-,-,-,-
1273078,Viabilidade,-,-,21/10/2024 22:34,21/10/2024 22:34,-,0.0 dias,-,-,-,-
1273078,Comercial,carlos@zapform.com.br,-,21/10/2024 22:34,-,-,-,-,-,-,-
1752126,Viabilidade,-,-,02/06/2025 13:03,02/06/2025 13:07,-,0.0 dias,-,-,-,-
1752126,Suprimentos,fabiano.uoya@nava.com.br,-,02/06/2025 13:07,20/06/2025 11:40,-,17.94 dias,-,-,-,-
1752126,Implantação,anny.araujo@nava.com.br,-,20/06/2025 11:40,20/06/2025 11:41,-,0.0 dias,-,-,-,-
1752126,Suprimentos,anny.araujo@nava.com.br,-,20/06/2025 11:41,20/06/2025 11:50,-,0.01 dias,-,-,-,-
1752126,Encerrados (Ativos e Cancelados),anny.araujo@nava.com.br,-,20/06/2025 11:50,-,-,-,-,-,-,-
1273080,Viabilidade,-,-,21/10/2024 22:34,21/10/2024 22:34,-,0.0 dias,-,-,-,-
1273080,Comercial,carlos@zapform.com.br,-,21/10/2024 22:34,-,-,-,-,-,-,-
1752131,Viabilidade,-,-,02/06/2025 13:08,02/06/2025 13:11,-,0.0 dias,-,-,-,-
1752131,Suprimentos,fabiano.uoya@nava.com.br,-,02/06/2025 13:11,20/06/2025 11:40,-,17.94 dias,-,-,-,-
1752131,Implantação,anny.araujo@nava.com.br,-,20/06/2025 11:40,22/07/2025 09:10,-,31.9 dias,-,-,-,-
1752131,Encerrados (Ativos e Cancelados),danilo.santana@nava.com.br,-,22/07/2025 09:10,-,-,-,-,-,-,-
1752135,Viabilidade,-,-,02/06/2025 13:12,02/06/2025 13:15,-,0.0 dias,-,-,-,-
1752135,Suprimentos,fabiano.uoya@nava.com.br,-,02/06/2025 13:15,18/06/2025 16:40,-,16.14 dias,-,-,-,-
1752135,Implantação,anny.araujo@nava.com.br,-,18/06/2025 16:40,30/06/2025 15:48,-,11.96 dias,-,-,-,-
1752135,Encerrados (Ativos e Cancelados),danilo.santana@nava.com.br,-,30/06/2025 15:48,-,-,-,-,-,-,-
1273082,Viabilidade,-,-,21/10/2024 22:34,21/10/2024 22:34,-,0.0 dias,-,-,-,-
1273082,Comercial,carlos@zapform.com.br,-,21/10/2024 22:34,-,-,-,-,-,-,-
1293389,Viabilidade,-,-,04/11/2024 14:09,04/11/2024 14:09,-,0.0 dias,-,-,-,-
1293389,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:09,31/01/2025 09:19,-,87.8 dias,-,-,-,-
1293389,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,31/01/2025 09:19,-,-,-,-,-,-,-
1293390,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293390,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,26/02/2025 17:05,-,114.12 dias,-,-,-,-
1293390,Implantação,thais.roberta@nava.com.br,-,26/02/2025 17:05,-,-,-,-,-,-,-
1293391,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293391,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,01/03/2025 18:00,-,117.16 dias,-,-,-,-
1293391,Encerrados (Ativos e Cancelados),michel.vieira@nava.com.br,-,01/03/2025 18:00,-,-,-,-,-,-,-
1293392,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293392,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,17/12/2024 15:09,-,43.04 dias,-,-,-,-
1293392,Encerrados (Ativos e Cancelados),integracao-douglas,-,17/12/2024 15:09,-,-,-,-,-,-,-
1752144,Viabilidade,-,-,02/06/2025 13:16,02/06/2025 13:20,-,0.0 dias,-,-,-,-
1752144,Solicitação de Contratação,fabiano.uoya@nava.com.br,-,02/06/2025 13:20,02/06/2025 13:20,-,0.0 dias,-,-,-,-
1752144,Suprimentos,fabiano.uoya@nava.com.br,-,02/06/2025 13:20,18/06/2025 16:38,-,16.14 dias,-,-,-,-
1752144,Implantação,anny.araujo@nava.com.br,-,18/06/2025 16:38,20/06/2025 15:09,-,1.94 dias,-,-,-,-
1752144,Encerrados (Ativos e Cancelados),michel.vieira@nava.com.br,-,20/06/2025 15:09,-,-,-,-,-,-,-
1293393,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293393,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,01/03/2025 17:24,-,117.14 dias,-,-,-,-
1293393,Encerrados (Ativos e Cancelados),michel.vieira@nava.com.br,-,01/03/2025 17:24,-,-,-,-,-,-,-
1293394,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293394,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,30/01/2025 18:20,-,87.17 dias,-,-,-,-
1293394,Implantação,celiene.pinho@nava.com.br,-,30/01/2025 18:20,01/03/2025 17:16,-,29.96 dias,-,-,-,-
1293394,Encerrados (Ativos e Cancelados),michel.vieira@nava.com.br,-,01/03/2025 17:16,-,-,-,-,-,-,-
1293395,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293395,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,27/01/2025 16:28,-,84.1 dias,-,-,-,-
1293395,Implantação,celiene.pinho@nava.com.br,-,27/01/2025 16:28,01/03/2025 17:25,-,33.04 dias,-,-,-,-
1293395,Encerrados (Ativos e Cancelados),michel.vieira@nava.com.br,-,01/03/2025 17:25,-,-,-,-,-,-,-
1293396,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293396,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,31/01/2025 11:28,-,87.89 dias,-,-,-,-
1293396,Implantação,celiene.pinho@nava.com.br,-,31/01/2025 11:28,01/03/2025 17:06,-,29.23 dias,-,-,-,-
1293396,Encerrados (Ativos e Cancelados),michel.vieira@nava.com.br,-,01/03/2025 17:06,-,-,-,-,-,-,-
1293398,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293398,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,21/11/2024 15:54,-,17.07 dias,-,-,-,-
1293398,Encerrados (Ativos e Cancelados),danilo.santana@nava.com.br,-,21/11/2024 15:54,-,-,-,-,-,-,-
1293397,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293397,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,27/01/2025 09:55,-,83.82 dias,-,-,-,-
1293397,Implantação,celiene.pinho@nava.com.br,-,27/01/2025 09:55,-,-,-,-,-,-,-
1293399,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293399,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,04/12/2024 09:45,-,29.82 dias,-,-,-,-
1293399,Encerrados (Ativos e Cancelados),juliana.santos@nava.com.br,-,04/12/2024 09:45,-,-,-,-,-,-,-
1293400,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293400,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,03/02/2025 14:27,-,91.01 dias,-,-,-,-
1293400,Implantação,celiene.pinho@nava.com.br,-,03/02/2025 14:27,05/03/2025 08:42,-,29.76 dias,-,-,-,-
1293400,Encerrados (Ativos e Cancelados),michel.vieira@nava.com.br,-,05/03/2025 08:42,-,-,-,-,-,-,-
1293401,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293401,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,17/12/2024 14:59,-,43.03 dias,-,-,-,-
1293401,Encerrados (Ativos e Cancelados),integracao-douglas,-,17/12/2024 14:59,-,-,-,-,-,-,-
1293403,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293403,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,23/01/2025 12:08,-,79.92 dias,-,-,-,-
1293403,Encerrados (Ativos e Cancelados),fabiano.uoya@nava.com.br,-,23/01/2025 12:08,-,-,-,-,-,-,-
1293402,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293402,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,04/12/2024 09:40,-,29.81 dias,-,-,-,-
1293402,Encerrados (Ativos e Cancelados),juliana.santos@nava.com.br,-,04/12/2024 09:40,-,-,-,-,-,-,-
1293404,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293404,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,04/12/2024 09:57,-,29.82 dias,-,-,-,-
1293404,Encerrados (Ativos e Cancelados),juliana.santos@nava.com.br,-,04/12/2024 09:57,-,-,-,-,-,-,-
1293405,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293405,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,01/03/2025 17:43,-,117.15 dias,-,-,-,-
1293405,Encerrados (Ativos e Cancelados),michel.vieira@nava.com.br,-,01/03/2025 17:43,-,-,-,-,-,-,-
1293406,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293406,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,04/12/2024 10:07,-,29.83 dias,-,-,-,-
1293406,Encerrados (Ativos e Cancelados),juliana.santos@nava.com.br,-,04/12/2024 10:07,-,-,-,-,-,-,-
1293407,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293407,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,04/12/2024 10:33,-,29.85 dias,-,-,-,-
1293407,Encerrados (Ativos e Cancelados),juliana.santos@nava.com.br,-,04/12/2024 10:33,-,-,-,-,-,-,-
1293408,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293408,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,04/12/2024 10:30,-,29.85 dias,-,-,-,-
1293408,Encerrados (Ativos e Cancelados),juliana.santos@nava.com.br,-,04/12/2024 10:30,-,-,-,-,-,-,-
1293409,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293409,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,17/12/2024 15:01,-,43.04 dias,-,-,-,-
1293409,Encerrados (Ativos e Cancelados),integracao-douglas,-,17/12/2024 15:01,-,-,-,-,-,-,-
1293410,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293410,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,17/12/2024 15:00,-,43.03 dias,-,-,-,-
1293410,Encerrados (Ativos e Cancelados),integracao-douglas,-,17/12/2024 15:00,-,-,-,-,-,-,-
1293411,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293411,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,04/12/2024 11:50,-,29.9 dias,-,-,-,-
1293411,Encerrados (Ativos e Cancelados),juliana.santos@nava.com.br,-,04/12/2024 11:50,-,-,-,-,-,-,-
1293412,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293412,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,27/01/2025 10:16,-,83.84 dias,-,-,-,-
1293412,Encerrados (Ativos e Cancelados),celiene.pinho@nava.com.br,-,27/01/2025 10:16,-,-,-,-,-,-,-
1293413,Viabilidade,-,-,04/11/2024 14:10,04/11/2024 14:10,-,0.0 dias,-,-,-,-
1293413,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:10,27/01/2025 10:18,-,83.84 dias,-,-,-,-
1293413,Encerrados (Ativos e Cancelados),celiene.pinho@nava.com.br,-,27/01/2025 10:18,-,-,-,-,-,-,-
1273089,Viabilidade,-,-,21/10/2024 22:35,21/10/2024 22:35,-,0.0 dias,-,-,-,-
1273089,Comercial,carlos@zapform.com.br,-,21/10/2024 22:35,-,-,-,-,-,-,-
1273091,Viabilidade,-,-,21/10/2024 22:35,21/10/2024 22:35,-,0.0 dias,-,-,-,-
1273091,Comercial,carlos@zapform.com.br,-,21/10/2024 22:35,-,-,-,-,-,-,-
1273094,Viabilidade,-,-,21/10/2024 22:35,21/10/2024 22:35,-,0.0 dias,-,-,-,-
1273094,Comercial,carlos@zapform.com.br,-,21/10/2024 22:35,-,-,-,-,-,-,-
1293461,Viabilidade,-,-,04/11/2024 14:35,04/11/2024 14:35,-,0.0 dias,-,-,-,-
1293461,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:35,04/12/2024 10:03,-,29.81 dias,-,-,-,-
1293461,Encerrados (Ativos e Cancelados),juliana.santos@nava.com.br,-,04/12/2024 10:03,-,-,-,-,-,-,-
1293462,Viabilidade,-,-,04/11/2024 14:35,04/11/2024 14:35,-,0.0 dias,-,-,-,-
1293462,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:35,24/01/2025 19:21,-,81.2 dias,-,-,-,-
1293462,Implantação,celiene.pinho@nava.com.br,-,24/01/2025 19:21,01/03/2025 17:41,-,35.93 dias,-,-,-,-
1293462,Encerrados (Ativos e Cancelados),michel.vieira@nava.com.br,-,01/03/2025 17:41,-,-,-,-,-,-,-
1293463,Viabilidade,-,-,04/11/2024 14:35,04/11/2024 14:35,-,0.0 dias,-,-,-,-
1293463,Cancelamento em Andamento,nav_isp-integracao,-,04/11/2024 14:35,17/12/2024 14:56,-,43.01 dias,-,-,-,-
1293463,Encerrados (Ativos e Cancelados),integracao-douglas,-,17/12/2024 14:56,-,-,-,-,-,-,-
1273097,Viabilidade,-,-,21/10/2024 22:35,21/10/2024 22:35,-,0.0 dias,-,-,-,-
1273097,Comercial,carlos@zapform.com.br,-,21/10/2024 22:35,-,-,-,-,-,-,-
1273099,Viabilidade,-,-,21/10/2024 22:35,21/10/2024 22:35,-,0.0 dias,-,-,-,-
1273099,Comercial,carlos@zapform.com.br,-,21/10/2024 22:35,-,-,-,-,-,-,-
1850532,Viabilidade,-,-,22/07/2025 15:17,22/07/2025 15:17,-,0.0 dias,-,-,-,-
1850532,Encerrados (Ativos e Cancelados),thais.roberta@nava.com.br,-,22/07/2025 15:17,-,-,-,-,-,-,-
1719464,Viabilidade,-,-,15/05/2025 18:10,22/05/2025 15:02,-,6.87 dias,-,-,-,-
1719464,Comercial,lucass.ramos@nava.com.br,-,22/05/2025 15:02,-,-,-,-,-,-,-
1850550,Viabilidade,-,-,22/07/2025 15:22,22/07/2025 15:22,-,0.0 dias,-,-,-,-
1850550,Encerrados (Ativos e Cancelados),thais.roberta@nava.com.br,-,22/07/2025 15:22,-,-,-,-,-,-,-
1273104,Viabilidade,-,-,21/10/2024 22:37,21/10/2024 22:37,-,0.0 dias,-,-,-,-
1273104,Comercial,carlos@zapform.com.br,-,21/10/2024 22:37,-,-,-,-,-,-,-
1588414,Viabilidade,-,-,27/03/2025 10:21,27/03/2025 10:24,-,0.0 dias,-,-,-,-
1588414,Solicitação de Contratação,fabiano.uoya@nava.com.br,-,27/03/2025 10:24,27/03/2025 10:38,-,0.01 dias,-,-,-,-
1588414,Suprimentos,fabiano.uoya@nava.com.br,-,27/03/2025 10:38,27/03/2025 11:11,-,0.02 dias,-,-,-,-
1588414,Solicitação de Contratação,fabiano.uoya@nava.com.br,-,27/03/2025 11:11,08/04/2025 15:07,-,12.16 dias,-,-,-,-
1588414,Lixeira,fabiano.uoya@nava.com.br,-,08/04/2025 15:07,08/04/2025 15:07,-,0.0 dias,-,-,-,-
1588414,Solicitação de Contratação,fabiano.uoya@nava.com.br,-,08/04/2025 15:07,08/04/2025 16:58,-,0.08 dias,-,-,-,-
1588414,Suprimentos,fabiano.uoya@nava.com.br,-,08/04/2025 16:58,07/05/2025 10:24,-,28.73 dias,-,-,-,-
1588414,Implantação,anny.araujo@nava.com.br,-,07/05/2025 10:24,09/05/2025 12:53,-,2.1 dias,-,-,-,-
1588414,Encerrados (Ativos e Cancelados),anny.araujo@nava.com.br,-,09/05/2025 12:53,-,-,-,-,-,-,-
1850559,Viabilidade,-,-,22/07/2025 15:27,22/07/2025 15:27,-,0.0 dias,-,-,-,-
1850559,Encerrados (Ativos e Cancelados),thais.roberta@nava.com.br,-,22/07/2025 15:27,-,-,-,-,-,-,-
1273108,Viabilidade,-,-,21/10/2024 22:38,21/10/2024 22:38,-,0.0 dias,-,-,-,-
1273108,Comercial,carlos@zapform.com.br,-,21/10/2024 22:38,-,-,-,-,-,-,-
1273110,Viabilidade,-,-,21/10/2024 22:39,22/10/2024 07:05,-,0.35 dias,-,-,-,-
1273110,Comercial,admin,-,22/10/2024 07:05,-,-,-,-,-,-,-
1273112,Viabilidade,-,-,21/10/2024 22:40,21/10/2024 22:40,-,0.0 dias,-,-,-,-
1273112,Comercial,carlos@zapform.com.br,-,21/10/2024 22:40,-,-,-,-,-,-,-
1273114,Viabilidade,-,-,21/10/2024 22:41,21/10/2024 22:41,-,0.0 dias,-,-,-,-
1273114,Comercial,carlos@zapform.com.br,-,21/10/2024 22:41,-,-,-,-,-,-,-
1273118,Viabilidade,-,-,21/10/2024 22:41,21/10/2024 22:41,-,0.0 dias,-,-,-,-
1273118,Comercial,carlos@zapform.com.br,-,21/10/2024 22:41,-,-,-,-,-,-,-
1273120,Viabilidade,-,-,21/10/2024 22:41,21/10/2024 22:42,-,0.0 dias,-,-,-,-
1273120,Comercial,carlos@zapform.com.br,-,21/10/2024 22:42,-,-,-,-,-,-,-
1273123,Viabilidade,-,-,21/10/2024 22:42,21/10/2024 22:42,-,0.0 dias,-,-,-,-
1273123,Comercial,carlos@zapform.com.br,-,21/10/2024 22:42,-,-,-,-,-,-,-
1273126,Viabilidade,-,-,21/10/2024 22:42,21/10/2024 22:42,-,0.0 dias,-,-,-,-
1273126,Comercial,carlos@zapform.com.br,-,21/10/2024 22:42,-,-,-,-,-,-,-
1273129,Viabilidade,-,-,21/10/2024 22:42,21/10/2024 22:42,-,0.0 dias,-,-,-,-
1273129,Comercial,carlos@zapform.com.br,-,21/10/2024 22:42,-,-,-,-,-,-,-
1273132,Viabilidade,-,-,21/10/2024 22:42,21/10/2024 22:42,-,0.0 dias,-,-,-,-
1273132,Comercial,carlos@zapform.com.br,-,21/10/2024 22:42,-,-,-,-,-,-,-
1273135,Viabilidade,-,-,21/10/2024 22:42,21/10/2024 22:42,-,0.0 dias,-,-,-,-
1273135,Comercial,carlos@zapform.com.br,-,21/10/2024 22:42,-,-,-,-,-,-,-
